record_id,subscriber_msisdn,recipient_number,event_timestamp,transaction_type,amount_paid,service_status,location_cell,session_duration_sec,network_layer,user_agent_device,notes_field
REC-100153,0714-026-167,+255/714/016714,12/01/2023 07:01 PM,SMS_PACK,"TZS 41,107.41/=",,Arusha﻿,120,4G LTE,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-102074,0714-007-535,tel:+255-714-000000,2023-11-26 16:45:27,TIGO_PESA_CASH_OUT,  116981  ,SUSPENDED,N/A,0,5G NR,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101620,+255(0)714023427,+255 714 019 591,UNKNOWN_TIME,TIGO_PESA_CASH_IN,"21,835.13",PENDING_KYC,Arusha,1800,unknown,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100359,+255(0)714011371,0714-012-604,16-11-2023 00:30:33,TIGO_PESA_CASH_IN,  70966  ,CHURNED,ARUSHA,N/A,3G WCDMA,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100395,+255/714/011645,0714012193,2023/11/04,DATA_RECHARGE,FREE,ACTIVE,N/A,02:15,4G LTE,Tecno Spark 10 Pro,Standard call; cell handover success
REC-102291,255714005480,N/A,UNKNOWN_TIME,SMS_PACK,"146,061.91",pending,Morogoro,02:15,5G NR,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101506,  714033291  ,tel:+255-714-010686,11/05/2023 04:00 AM,SMS_PACK,"-11,224.70",Active,ZNZ,360,LTE-A,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100264,0714-023-838,+255/714/015207,2023-12-03 09:30:10,TIGO_PESA_CASH_IN,"48,302.5500",  active  ,DODOMA (Capital),1800,3G WCDMA,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-101101,0714-027-948,  714017673  ,11/05/2023 12:56 AM,TIGO_PESA_CASH_IN,"TZS 39,517.69/=",ACTIVE,Dar es Salaam,02:15,4G LTE,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102158,+255(0)714007672,+255(0)714017947,2023/11/04,SMS_PACK,"132,070.98",suspnded,dar-es-salaam,120,3G WCDMA,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100029,255714024523,+255 714 003 699,14-11-2023 04:44:29,TIGO_PESA_CASH_OUT,FREE,suspnded,Arusha﻿,-15,LTE-A,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101041,0714022742,+255 714 032 469,2023-11-24 02:23:53,BUNDLE_PURCHASE,  105289  ,PENDING_KYC,DODOMA (Capital),N/A,4G,Unknown,"USSD session timeout, retry OK"
REC-101735,N/A,0714-003-014,2023-11-06T18:43:16+03:00,TIGO_PESA_CASH_OUT,NaN,ACTV,Zanzibar,N/A,LTE-A,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101243,+255/714/019180,+255 714 004 658,14-11-2023 11:24:52,DATA_RECHARGE,"TZS 120,529.07/=",  active  ,ZNZ,45,2G GSM,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-101365,0714-022-605,+255(0)714002192,"Nov 24, 2023 15:14",TIGO_PESA_CASH_OUT,"-90,646.55",churn,  Dar es Salaam  ,45,4G,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-101835,+255 714 010 275,  714007535  ,UNKNOWN_TIME,TIGO_PESA_CASH_OUT,"TZS 15,663.68/=",null,Morogoro,1800,unknown,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-101170,0714026304,+255(0)714005069,1699686552,SMS_PACK,"119,167.20",ACTV,Dar es Salaam,120,3G WCDMA,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102121,  714033154  ,0714-006-713,11/18/2023 03:54 AM,DATA_RECHARGE,"94,515.77",UNKNOWN,Tanga,02:15,LTE-A,Nokia 105 (Feature Phone),
REC-101423,0714023153,+255(0)714022468,11/22/2023 12:27 PM,BUNDLE_PURCHASE,"64,598.77",  active  ,Morogoro,N/A,3G WCDMA,Samsung Galaxy A14; Android 13,
REC-100194,0714-016-714,255714010960,11/28/2023 08:17 AM,BUNDLE_PURCHASE,"117,405.17",TERMINATED,DODOMA (Capital),30s,4G LTE,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-101887,+255 714 019 043,0000000000,1700875770,BUNDLE_PURCHASE,"33,495.73",CHURNED,Tanga,-15,4G LTE,Transsion Infinix Hot 30,None
REC-102354,0714-030-414,255714023701,1699464651,VOICE_CALL,"137,238.0000",Term,ZNZ,02:15,unknown,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100683,  714006302  ,0714-028-359,2023-11-24T08:29:59+03:00,TIGO_PESA_CASH_OUT,  94212  ,SUSPENDED,dar-es-salaam,360,4G LTE,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-102005,+255/714/006302,+255(0)714004384,15-11-2023 07:24:15,BUNDLE_PURCHASE,$ 42.26 USD,CHURNED,mwanza,N/A,LTE-A,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102496,tel:+255-714-023564,0714024249,11/25/2023 09:09 PM,TIGO_PESA_CASH_OUT,"TZS 140,113.52/=",PENDING_KYC,Dodoma,-15,unknown,Transsion Infinix Hot 30,None
REC-100372,0714-010-138,+255 714 020 824,11/24/2023 11:55 AM,BUNDLE_PURCHASE,"TZS 65,847.40/=",churn,DODOMA (Capital),120,5G NR,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101438,0714-018-769,  714002877  ,"Nov 26, 2023 21:33",TIGO_PESA_CASH_IN,"TZS 50,177.38/=",null,,02:15,4G,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-101698,0714-000-959,N/A,1699237677,BUNDLE_PURCHASE,"TZS 102,073.81/=",Term,Dodoma,120,5G NR,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-101682,tel:+255-714-022742,0714-008-905,1699666035,DATA_RECHARGE,,SUSPENDED,  Dar es Salaam  ,02:15,2G GSM,Samsung Galaxy A14; Android 13,None
REC-100032,0714015207,  714000000  ,"Nov 14, 2023 01:47",TIGO_PESA_CASH_IN,NaN,Term,Tanga,30s,LTE-A,Unknown,"VIP Subscriber, priority routing"
REC-100897,255714011645,  714031921  ,2023-11-06 21:33:43,BUNDLE_PURCHASE,$ 12.79 USD,SUSPENDED,Mbeya,02:15,unknown,Nokia 105 (Feature Phone),Flagged for KYC update; verified by agent
REC-101401,255714022194,0714-005-891,19-11-2023 13:07:19,DATA_RECHARGE,$ 7.58 USD,suspnded,ZNZ,30s,5G NR,Tecno Spark 10 Pro,None
REC-100243,255714017399,0714000959,11/13/2023 02:16 PM,TIGO_PESA_CASH_IN,FREE,Active,Tanga,120,LTE-A,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101883,0714-028-633,0714019591,11/05/2023 06:19 PM,SMS_PACK,$ 59.77 USD,ACTV,Mbeya,02:15,5G NR,Nokia 105 (Feature Phone),
REC-102162,0714-026-304,  714004247  ,1700617026,DATA_RECHARGE,"TZS 46,490.01/=",suspnded,Morogoro,30s,4G LTE,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100619,N/A,tel:+255-714-017262,2023-11-14 00:40:47,SMS_PACK,FREE,,ZNZ,N/A,4G,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-101760,+255(0)714027126,255714019728,2023-11-22 23:23:55,BUNDLE_PURCHASE,  27355  ,null,Zanzibar,120,4G LTE,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-100038,  714015892  ,tel:+255-714-004658,UNKNOWN_TIME,TIGO_PESA_CASH_IN,FREE,UNKNOWN,Dodoma ,1800,3G WCDMA,"iPhone 13,2 (iOS 16.5)",
REC-101118,0714024523,  714019728  ,2023-11-07 16:08:11,TIGO_PESA_CASH_OUT,"TZS 101,863.88/=",Pending_Kyc​,Dodoma ,N/A,3G WCDMA,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-100456,+255(0)714020276,tel:+255-714-005891,11/05/2023 08:01 PM,TIGO_PESA_CASH_IN,"TZS 72,971.65/=",  active  ,Mwanza,360,4G,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-101631,+255/714/002740,  714017262  ,2023-11-05 04:31:13,TIGO_PESA_CASH_IN,  124941  ,Suspended,ARUSHA,02:15,4G LTE,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-102082,+255(0)714019317,+255 714 021 646,2023/11/04,TIGO_PESA_CASH_OUT,"TZS 12,006.94/=",Term,Dodoma ,120,4G LTE,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100817,tel:+255-714-023838,N/A,2023-11-07 02:07:55,VOICE_CALL,"TZS 86,496.96/=",null,  Dar es Salaam  ,360,4G,Huawei P40 Lite,
REC-100913,0714-002-603,  714020687  ,11/17/2023 06:34 AM,BUNDLE_PURCHASE,"15,797.1600",churn,Mwanza Rock City,360,unknown,Nokia 105 (Feature Phone),None
REC-100771,+255 714 012 741,0714-012-330,1700181895,TIGO_PESA_CASH_OUT,"146,783.3200",ACTV,  Dar es Salaam  ,N/A,4G LTE,Tecno Spark 10 Pro,None
REC-100390,255714011371,  714029592  ,11/20/2023 05:04 AM,BUNDLE_PURCHASE,$ 14.60 USD,churn,Mbeya,360,5G NR,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101087,0714-022-331,0714-010-001,11/16/2023 04:44 AM,BUNDLE_PURCHASE,FREE,TERMINATED,mwanza,45,4G LTE,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101109,255714024934,+255 714 024 386,2023-11-06 06:10:18,DATA_RECHARGE,$ 13.92 USD,CHURNED,dar-es-salaam,30s,2G GSM,Unknown,Flagged for KYC update; verified by agent
REC-101272,+255(0)714014796,N/A,"Nov 29, 2023 23:17",TIGO_PESA_CASH_IN,,actve,Arusha﻿,360,2G GSM,Samsung Galaxy A14; Android 13,None
REC-100821,+255 714 016 440,+255 714 003 836,"Nov 18, 2023 14:51",DATA_RECHARGE,"TZS 79,027.74/=",ACTV,  Dar es Salaam  ,0,5G NR,Unknown,
REC-101381,+255/714/003836,0000000000,2023-12-03 14:54:42,SMS_PACK,,Suspended,Dodoma ,0,4G,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102298,+255 714 010 412,N/A,1699560856,BUNDLE_PURCHASE,"TZS 5,219.14/=",churn,N/A,0,5G NR,Unknown,"VIP Subscriber, priority routing"
REC-100579,0714013974,  714016988  ,2023/11/04,DATA_RECHARGE,$ 42.91 USD,PENDING_KYC,Morogoro,30s,2G GSM,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100930,0714032332,tel:+255-714-003973,27-11-2023 04:36:15,BUNDLE_PURCHASE,$ 19.51 USD,,DAR ES SALAAM,30s,LTE-A,Samsung Galaxy A14; Android 13,
REC-100218,tel:+255-714-023290,+255 714 031 647,"Nov 15, 2023 21:01",TIGO_PESA_CASH_OUT,  98495  ,ACTIVE,Arusha (CBD),N/A,4G LTE,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-100969,+255 714 022 331,0714-007-946,11/17/2023 07:49 AM,VOICE_CALL,"39,283.4700",UNKNOWN,DODOMA (Capital),N/A,2G GSM,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-102465,  714033154  ,255714011782,UNKNOWN_TIME,DATA_RECHARGE,"TZS 93,220.82/=",,Dodoma ,-15,4G,Tecno Spark 10 Pro,Standard call; cell handover success
REC-101323,+255/714/022468,0000000000,2023-11-20 08:00:53,TIGO_PESA_CASH_IN,"TZS 10,851.77/=",Term,"Stone Town, Zanzibar",-15,2G GSM,"iPhone 13,2 (iOS 16.5)",
REC-101495,+255 714 033 154,+255 714 006 713,12/02/2023 08:35 AM,SMS_PACK,"-118,868.21",churn,ZNZ,0,3G WCDMA,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-101158,+255/714/002603,tel:+255-714-020961,2023-11-24 02:55:25,DATA_RECHARGE,"33,080.29",TERMINATED,Arusha﻿,360,4G,Transsion Infinix Hot 30,Standard call; cell handover success
REC-100350,0714-014-111,+255 714 020 550,"Nov 08, 2023 21:16",BUNDLE_PURCHASE,FREE,,Dodoma,30s,unknown,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-101465,+255/714/024523,+255 714 021 098,UNKNOWN_TIME,DATA_RECHARGE,$ 30.61 USD,SUSPENDED,ZNZ,360,5G NR,Tecno Spark 10 Pro,None
REC-102430,tel:+255-714-026441,255714033428,2023-11-25 03:42:45,DATA_RECHARGE,  29335  ,pending,"Stone Town, Zanzibar",-15,4G LTE,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-101439,+255/714/002329,0714-016-303,2023-11-21T23:35:10+03:00,TIGO_PESA_CASH_OUT,"38,777.0200",Term,Arusha,02:15,2G GSM,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100452,  714017399  ,tel:+255-714-029592,12/01/2023 12:33 AM,BUNDLE_PURCHASE,,,"Stone Town, Zanzibar",30s,4G LTE,Huawei P40 Lite,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101197,+255(0)714000548,0000000000,2023-11-24 18:20:52,TIGO_PESA_CASH_OUT,  137159  ,suspnded,Mwanza Rock City,120,3G WCDMA,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-101604,  714032880  ,0714-017-947,1701679799,SMS_PACK,"68,944.27",SUSPENDED,Mbeya,30s,unknown,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101143,255714032606,+255(0)714013015,2023-11-10T16:34:05+03:00,TIGO_PESA_CASH_OUT,"92,426.9200",SUSPENDED,Arusha﻿,1800,5G NR,Transsion Infinix Hot 30,None
REC-100994,+255(0)714026989,255714028770,2023-12-02T12:18:29+03:00,DATA_RECHARGE,"TZS 28,732.68/=",Terminated,ARUSHA,0,4G LTE,Huawei P40 Lite,Standard call; cell handover success
REC-102245,+255 714 006 576,0000000000,28-11-2023 11:05:16,DATA_RECHARGE,  135362  ,Suspended,DODOMA (Capital),1800,LTE-A,Nokia 105 (Feature Phone),"VIP Subscriber, priority routing"
REC-100663,0714-013-015,+255 714 031 784,11/05/2023 05:11 AM,TIGO_PESA_CASH_IN,  123169  ,  active  ,Arusha﻿,0,unknown,Unknown,None
REC-100656,  714031510  ,0714021646,2023-11-13T09:57:01+03:00,SMS_PACK,"85,507.98",Active,Arusha﻿,45,5G NR,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-102347,255714006850,0714-015-892,2023-11-25 14:43:47,BUNDLE_PURCHASE,NaN,ACTIVE,Tanga,0,unknown,Transsion Infinix Hot 30,
REC-101069,0714018906,N/A,2023/11/04,VOICE_CALL,"30,311.76",SUSPENDED,,02:15,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100462,tel:+255-714-008357,  714025619  ,13-11-2023 05:50:25,TIGO_PESA_CASH_IN,  82368  ,  active  ,Dar es Salaam,02:15,4G LTE,Huawei P40 Lite,"VIP Subscriber, priority routing"
REC-100239,tel:+255-714-028907,+255 714 024 660,1700474866,DATA_RECHARGE,"TZS 14,136.33/=",CHURNED,DODOMA (Capital),1800,4G LTE,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-101470,0714-030-688,tel:+255-714-003562,2023-11-10 20:25:55,BUNDLE_PURCHASE,"14,483.79",Active,Dodoma ,360,3G WCDMA,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-100416,tel:+255-714-032195,N/A,26-11-2023 10:29:19,VOICE_CALL,"TZS 108,535.70/=",,Mbeya,45,3G WCDMA,Transsion Infinix Hot 30,"USSD session timeout, retry OK"
REC-101199,0714013837,N/A,1700634054,BUNDLE_PURCHASE,$ 48.90 USD,PENDING_KYC,Dar es Salaam,1800,unknown,Nokia 105 (Feature Phone),None
REC-101000,  714022742  ,+255/714/022468,2023-11-17 20:17:22,SMS_PACK,"97,280.26",ACTV,Arusha﻿,45,2G GSM,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100554,0714-021-372,+255 714 021 920,17-11-2023 05:13:18,SMS_PACK,"TZS 127,848.72/=",PENDING_KYC,Tanga,360,4G,Samsung Galaxy A14; Android 13,"USSD session timeout, retry OK"
REC-100592,+255(0)714021783,0714027537,11/24/2023 03:30 AM,DATA_RECHARGE,"TZS 132,205.72/=",null,Mwanza Rock City,02:15,LTE-A,Nokia 105 (Feature Phone),
REC-101187,255714005891,0000000000,2023-12-03 07:32:54,TIGO_PESA_CASH_IN,$ 37.00 USD,Terminated,Arusha,0,3G WCDMA,Huawei P40 Lite,None
REC-101918,  714010275  ,0714-012-056,1701607555,VOICE_CALL,"69,271.4200",,N/A,360,4G LTE,"iPhone 13,2 (iOS 16.5)","Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101132,+255 714 021 098,255714016440,1700992465,DATA_RECHARGE,"TZS 92,250.73/=",ACTV,Morogoro,-15,2G GSM,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
REC-101194,+255/714/005069,0714-001-370,"Nov 17, 2023 23:57",DATA_RECHARGE,"108,257.27",ACTIVE,N/A,30s,LTE-A,Tecno Spark 10 Pro,None
REC-102437,0714-031-236,+255(0)714005617,2023/11/04,BUNDLE_PURCHASE,"101,784.63",SUSPENDED,Dodoma ,360,4G LTE,Transsion Infinix Hot 30,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101838,0714016166,0714026167,1701202130,BUNDLE_PURCHASE,,Suspended,Zanzibar,1800,LTE-A,Huawei P40 Lite,
REC-100717,  714015344  ,0714012330,11/25/2023 06:36 AM,BUNDLE_PURCHASE,FREE,suspnded,mwanza,0,5G NR,Transsion Infinix Hot 30,None
REC-102352,255714005617,0714-024-797,2023-11-12 09:43:01,DATA_RECHARGE,,Active,Mwanza Rock City,1800,unknown,Huawei P40 Lite,Flagged for KYC update; verified by agent
REC-100726,255714005617,0714004795,11/14/2023 03:27 AM,VOICE_CALL,"TZS 28,840.28/=",churn,Dodoma ,30s,4G LTE,"iPhone 13,2 (iOS 16.5)",
REC-100494,0714013015,0714012056,1701072010,SMS_PACK,FREE,Terminated,Zanzibar,30s,unknown,Nokia 105 (Feature Phone),
REC-100749,  714031236  ,255714015481,16-11-2023 08:16:48,VOICE_CALL,"81,757.20",null,  Dar es Salaam  ,-15,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-102360,255714003699,N/A,2023-11-10 03:42:17,DATA_RECHARGE,  30612  ,churn,DAR ES SALAAM,-15,2G GSM,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-102067,+255 714 016 851,+255 714 006 439,2023-11-16 23:37:28,SMS_PACK,"107,732.0700",ACTIVE,Zanzibar,0,3G WCDMA,"iPhone 13,2 (iOS 16.5)","USSD session timeout, retry OK"
REC-101332,N/A,0714-019-865,11/12/2023 07:40 PM,VOICE_CALL,"110,054.3700",,dar-es-salaam,360,4G,Huawei P40 Lite,Standard call; cell handover success
REC-101763,+255 714 007 672,+255/714/023701,07-11-2023 00:34:46,VOICE_CALL,FREE,,,45,unknown,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100230,+255(0)714003562,  714031236  ,2023-11-29 05:02:46,VOICE_CALL,FREE,suspnded,DAR ES SALAAM,N/A,5G NR,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101338,+255 714 025 345,0714-030-140,2023-11-06 16:01:42,TIGO_PESA_CASH_IN,$ 45.71 USD,pending,ZNZ,1800,2G GSM,Unknown,Standard call; cell handover success
REC-102022,  714030825  ,0714-027-126,2023/11/04,BUNDLE_PURCHASE,"24,257.84",PENDING_KYC,Zanzibar,1800,unknown,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100401,tel:+255-714-008494,+255 714 033 154,1700306638,VOICE_CALL,"51,819.0700",Pending_Kyc​,Dar es Salaam,30s,4G,Nokia 105 (Feature Phone),Standard call; cell handover success
REC-100292,+255 714 016 166,0714-001-644,2023-11-18 14:45:27,TIGO_PESA_CASH_IN,"120,338.62",actve,  Dar es Salaam  ,-15,4G LTE,Unknown,Flagged for KYC update; verified by agent
REC-102471,0714002603,0714-003-014,1699192842,TIGO_PESA_CASH_IN,  51583  ,TERMINATED,DODOMA (Capital),30s,5G NR,"iPhone 13,2 (iOS 16.5)",
REC-101363,+255(0)714022879,+255(0)714009179,2023/11/04,SMS_PACK,  84657  ,TERMINATED,Morogoro,-15,5G NR,"iPhone 13,2 (iOS 16.5)",
REC-101455,+255/714/022194,+255 714 012 193,2023-11-22 22:21:06,TIGO_PESA_CASH_IN,FREE,SUSPENDED,mwanza,0,3G WCDMA,Huawei P40 Lite,"USSD session timeout, retry OK"
REC-102277,  714032058  ,255714009864,2023-11-06 22:32:26,SMS_PACK,"TZS 32,874.08/=",UNKNOWN,ZNZ,1800,2G GSM,Samsung Galaxy A14; Android 13,Standard call; cell handover success
REC-100101,+255(0)714004521,0714-013-289,21-11-2023 16:51:24,VOICE_CALL,"59,862.1400",pending,dar-es-salaam,30s,2G GSM,Transsion Infinix Hot 30,Standard call; cell handover success
REC-102408,+255 714 024 249,tel:+255-714-033702,11/07/2023 10:44 PM,BUNDLE_PURCHASE,  37918  ,UNKNOWN,Tanga,1800,LTE-A,Nokia 105 (Feature Phone),"USSD session timeout, retry OK"
REC-100524,+255 714 017 125,0714023564,"Nov 08, 2023 15:15",VOICE_CALL,"21,933.45",,  Dar es Salaam  ,45,4G LTE,Tecno Spark 10 Pro,Flagged for KYC update; verified by agent
REC-100517,255714024112,0714-007-946,UNKNOWN_TIME,SMS_PACK,"TZS 114,572.04/=",ACTIVE,"Stone Town, Zanzibar",02:15,4G LTE,"iPhone 13,2 (iOS 16.5)","VIP Subscriber, priority routing"
REC-100558,+255(0)714014796,+255 714 025 756,07-11-2023 00:56:16,TIGO_PESA_CASH_IN,$ 55.88 USD,CHURNED,Tanga,-15,4G LTE,Tecno Spark 10 Pro,Standard call; cell handover success
REC-102378,tel:+255-714-031784,tel:+255-714-018906,"Nov 22, 2023 05:06",TIGO_PESA_CASH_OUT,"44,757.92",CHURNED,Arusha﻿,-15,5G NR,Tecno Spark 10 Pro,"USSD session timeout, retry OK"
REC-102279,+255 714 025 619,  714012330  ,11/18/2023 09:25 AM,BUNDLE_PURCHASE,"7,339.02",Active,,02:15,5G NR,Transsion Infinix Hot 30,None
REC-102489,255714020139,255714016029,1700366569,TIGO_PESA_CASH_OUT,"32,326.4100",UNKNOWN,Mbeya,30s,LTE-A,"iPhone 13,2 (iOS 16.5)",Flagged for KYC update; verified by agent
REC-101526,255714024797,255714027400,1699653277,DATA_RECHARGE,"TZS 6,075.21/=",Terminated,Mwanza,02:15,unknown,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102274,255714004110,+255/714/026030,2023-11-30 13:13:40,SMS_PACK,NaN,PENDING_KYC,Arusha﻿,30s,4G,Samsung Galaxy A14; Android 13,None
REC-100071,255714031921,0000000000,1699737975,TIGO_PESA_CASH_OUT,"TZS 144,741.25/=",,Mwanza Rock City,0,unknown,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100312,0714-025-893,  714021098  ,2023-11-26 07:07:46,DATA_RECHARGE,"TZS 147,526.27/=",SUSPENDED,ZNZ,0,3G WCDMA,Samsung Galaxy A14; Android 13,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-100036,+255 714 028 222,+255 714 006 850,UNKNOWN_TIME,VOICE_CALL,FREE,,Arusha (CBD),02:15,3G WCDMA,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-101331,0714006028,0714-002-192,11/15/2023 01:21 AM,BUNDLE_PURCHASE,,ACTIVE,Mwanza Rock City,45,4G,"iPhone 13,2 (iOS 16.5)",Standard call; cell handover success
REC-100147,  714027811  ,tel:+255-714-031510,2023-11-27 13:09:35,TIGO_PESA_CASH_IN,"145,077.0700",,Arusha﻿,-15,2G GSM,Transsion Infinix Hot 30,Flagged for KYC update; verified by agent
REC-100026,  714009179  ,+255(0)714005617,11/04/2023 11:29 PM,VOICE_CALL,FREE,ACTV,Mbeya,-15,unknown,Tecno Spark 10 Pro,Standard call; cell handover success
REC-100588,255714025071,tel:+255-714-026441,2023-11-30 05:18:34,TIGO_PESA_CASH_OUT,"TZS 118,188.75/=",PENDING_KYC,Dodoma ,02:15,3G WCDMA,Unknown,Standard call; cell handover success
REC-101531,0714-010-138,0714-006-302,2023-11-19 03:12:46,DATA_RECHARGE,  99661  ,PENDING_KYC,ZNZ,02:15,unknown,Unknown,Standard call; cell handover success
REC-101239,tel:+255-714-020824,0714-018-632,11/12/2023 08:46 PM,BUNDLE_PURCHASE,"125,585.16",Term,Mwanza,120,LTE-A,Unknown,None
REC-100825,tel:+255-714-009179,+255/714/031921,11/24/2023 06:24 PM,TIGO_PESA_CASH_IN,"TZS 46,743.83/=",UNKNOWN,Mwanza Rock City,0,3G WCDMA,Unknown,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101602,+255(0)714021372,  714020550  ,"Nov 09, 2023 22:54",VOICE_CALL,$ 32.03 USD,Pending_Kyc​,Arusha﻿,-15,2G GSM,"iPhone 13,2 (iOS 16.5)",None
REC-101891,255714023975,+255/714/015344,1700352547,BUNDLE_PURCHASE,"TZS 7,224.69/=",null,Mwanza Rock City,-15,4G,Nokia 105 (Feature Phone),None
REC-100343,+255 714 008 905,  714006576  ,2023-11-29 21:01:34,VOICE_CALL,"78,204.40",Suspended,Mwanza Rock City,02:15,5G NR,Samsung Galaxy A14; Android 13,Flagged for KYC update; verified by agent
REC-100974,tel:+255-714-008494,0714007946,2023-12-04 01:55:08,TIGO_PESA_CASH_IN,"TZS 83,020.36/=",Suspended,dar-es-salaam,45,2G GSM,Tecno Spark 10 Pro,"VIP Subscriber, priority routing"
REC-101496,0714-006-850,tel:+255-714-004247,11/11/2023 11:50 PM,BUNDLE_PURCHASE,"TZS 116,447.03/=",ACTIVE,Tanga,45,2G GSM,Nokia 105 (Feature Phone),
REC-100423,tel:+255-714-021372,+255(0)714023153,1699844150,TIGO_PESA_CASH_OUT,"112,525.55",Active,dar-es-salaam,360,5G NR,Tecno Spark 10 Pro,"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-102473,255714022057,0000000000,1700585506,SMS_PACK,"61,835.58",ACTIVE,Arusha﻿,-15,unknown,Samsung Galaxy A14; Android 13,"VIP Subscriber, priority routing"
REC-101949,  714020139  ,+255/714/031373,"Nov 25, 2023 09:07",BUNDLE_PURCHASE,  95826  ,CHURNED,Arusha,1800,2G GSM,Unknown,Standard call; cell handover success
REC-100406,tel:+255-714-028359,+255/714/002055,2023-11-05T22:33:08+03:00,BUNDLE_PURCHASE,"TZS 142,392.90/=",Term,DODOMA (Capital),45,4G LTE,Nokia 105 (Feature Phone),"Customer stated: ""Cannot connect to 4G in Posta area, please help"""
REC-101154,+255(0)714005206,255714000685,2023-11-23 02:45:59,DATA_RECHARGE,"TZS 81,485.84/=",SUSPENDED,dar-es-salaam,360,unknown,Transsion Infinix Hot 30,"VIP Subscriber, priority routing"
