transaction_id,timestamp,sender_msisdn,recipient_identifier,channel,transaction_type,amount_tzs,fee_revenue_tzs,cell_id,status,failure_reason
TPESA-3000834,2026-09-02 07:50:54,+25565***586,+25577472032,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,614500.0,9217.5,TZ-PWA-001,SUCCESS,NONE
TPESA-3000835,2026-09-06 20:16:30,+25565***259,+25567543862,USSD_*150*01#,P2P_TRANSFER,198100.0,2971.5,TZ-MOR-001,SUCCESS,NONE
TPESA-3000836,2026-09-07 14:18:12,+25571***704,+25574366395,TIGO_PESA_APP,CASH_OUT_WAKALA,482300.0,7234.5,TZ-MWA-002,SUCCESS,NONE
TPESA-3000837,2026-09-06 23:20:14,+25577***981,+25577983981,USSD_*150*01#,AIRTIME_TOP_UP,6000.0,0.0,TZ-PEM-001,SUCCESS,NONE
TPESA-3000838,2026-09-06 07:13:26,+25571***313,+25567326924,USSD_*150*01#,P2P_TRANSFER,110100.0,1651.5,TZ-KIG-001,SUCCESS,NONE
TPESA-3000839,2026-09-07 15:12:51,+25565***957,TILL-832741,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,127000.0,1016.0,TZ-TAB-001,SUCCESS,NONE
TPESA-3000840,2026-09-05 18:14:47,+25567***363,+25567634363,TIGO_PESA_APP,AIRTIME_TOP_UP,11700.0,0.0,TZ-PWA-001,SUCCESS,NONE
TPESA-3000841,2026-09-05 12:45:30,+25567***291,TILL-939342,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,2900.0,23.2,TZ-SNG-001,SUCCESS,NONE
TPESA-3000842,2026-09-04 07:12:35,+25567***058,+25567699618,TIGO_PESA_APP,CASH_OUT_WAKALA,320500.0,4807.5,TZ-DAR-002,SUCCESS,NONE
TPESA-3000843,2026-09-06 22:08:09,+25565***825,TILL-919549,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,24300.0,194.4,TZ-TAN-002,SUCCESS,NONE
TPESA-3000844,2026-09-03 07:59:57,+25571***968,+25577502895,TIGO_PESA_APP,P2P_TRANSFER,16600.0,350.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3000845,2026-09-06 20:49:25,+25577***485,+25577557485,USSD_*150*01#,AIRTIME_TOP_UP,2500.0,0.0,TZ-PWA-002,SUCCESS,NONE
TPESA-3000846,2026-09-01 12:51:10,+25567***796,TILL-866900,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,48000.0,384.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3000847,2026-09-05 14:29:45,+25577***655,+25571374548,TIGO_PESA_APP,CASH_OUT_WAKALA,370500.0,5557.5,TZ-KIL-001,SUCCESS,NONE
TPESA-3000848,2026-09-06 21:23:20,+25567***010,+25567519433,TIGO_PESA_APP,P2P_TRANSFER,87300.0,1309.5,TZ-GEI-001,SUCCESS,NONE
TPESA-3000849,2026-09-02 19:15:23,+25571***243,+25567372103,TIGO_PESA_APP,P2P_TRANSFER,162800.0,2442.0,TZ-KAH-001,SUCCESS,NONE
TPESA-3000850,2026-09-02 09:03:31,+25567***566,+25567620566,USSD_*150*01#,AIRTIME_TOP_UP,18500.0,0.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3000851,2026-09-01 15:18:24,+25567***410,TILL-772992,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,85600.0,0.0,TZ-ARU-002,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3000852,2026-09-01 08:36:15,+25565***259,+25571817042,TIGO_PESA_APP,P2P_TRANSFER,186400.0,2796.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3000853,2026-09-07 07:59:41,+25565***178,+25576994564,TIGO_PESA_APP,P2P_TRANSFER,222900.0,3343.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3000854,2026-09-03 14:20:09,+25565***760,+25567384603,USSD_*150*01#,CASH_OUT_WAKALA,110700.0,1660.5,TZ-TAN-001,SUCCESS,NONE
TPESA-3000855,2026-09-02 11:41:47,+25577***794,+25577660529,USSD_*150*01#,P2P_TRANSFER,62300.0,934.5,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3000856,2026-09-02 23:34:23,+25565***352,+25577540973,USSD_*150*01#,CASH_OUT_WAKALA,120600.0,1809.0,TZ-DAR-009,SUCCESS,NONE
TPESA-3000857,2026-09-01 10:21:07,+25571***828,+25571832485,TIGO_PESA_APP,CASH_OUT_WAKALA,453100.0,6796.5,TZ-NJO-001,SUCCESS,NONE
TPESA-3000858,2026-09-03 18:14:57,+25577***952,+25571229040,TIGO_PESA_APP,CASH_OUT_WAKALA,207500.0,3112.5,TZ-KIL-002,SUCCESS,NONE
TPESA-3000859,2026-09-03 18:57:57,+25565***578,+25565695578,USSD_*150*01#,AIRTIME_TOP_UP,2100.0,0.0,TZ-MOR-001,SUCCESS,NONE
TPESA-3000860,2026-09-05 06:52:13,+25565***395,TILL-696721,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,47200.0,377.6,TZ-SNG-001,SUCCESS,NONE
TPESA-3000861,2026-09-06 14:03:46,+25577***304,+25577995304,TIGO_PESA_APP,AIRTIME_TOP_UP,8200.0,0.0,TZ-KIG-001,SUCCESS,NONE
TPESA-3000862,2026-09-05 21:27:00,+25577***739,+25567269975,TIGO_PESA_APP,P2P_TRANSFER,237600.0,3564.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3000863,2026-09-07 12:37:54,+25577***214,+25565390386,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,240300.0,3604.5,TZ-PWA-002,SUCCESS,NONE
TPESA-3000864,2026-09-01 15:00:33,+25567***755,+25567390512,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,973700.0,14605.5,TZ-DAR-006,SUCCESS,NONE
TPESA-3000865,2026-09-06 17:15:55,+25565***436,+25567151136,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,205200.0,3078.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3000866,2026-09-01 14:51:44,+25577***264,+25577405691,TIGO_PESA_APP,P2P_TRANSFER,220900.0,3313.5,TZ-DOM-001,SUCCESS,NONE
TPESA-3000867,2026-09-06 15:58:43,+25565***395,+25565418395,USSD_*150*01#,AIRTIME_TOP_UP,14700.0,0.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3000868,2026-09-04 10:58:53,+25565***807,+25571157855,USSD_*150*01#,CASH_OUT_WAKALA,267800.0,4017.0,TZ-DAR-008,SUCCESS,NONE
TPESA-3000869,2026-09-06 22:02:49,+25567***846,+25577494988,TIGO_PESA_APP,P2P_TRANSFER,163800.0,2457.0,TZ-TAB-001,SUCCESS,NONE
TPESA-3000870,2026-09-04 13:38:30,+25567***120,+25571957564,USSD_*150*01#,P2P_TRANSFER,204300.0,3064.5,TZ-MTW-001,SUCCESS,NONE
TPESA-3000871,2026-09-04 18:35:30,+25567***995,+25571243391,USSD_*150*01#,P2P_TRANSFER,125500.0,1882.5,TZ-MBY-001,SUCCESS,NONE
TPESA-3000872,2026-09-04 23:35:26,+25571***879,+25567930973,USSD_*150*01#,CASH_OUT_WAKALA,386900.0,5803.5,TZ-DAR-003,SUCCESS,NONE
TPESA-3000873,2026-09-02 19:36:36,+25565***309,+25571616069,TIGO_PESA_APP,CASH_OUT_WAKALA,34700.0,520.5,TZ-BUK-001,SUCCESS,NONE
TPESA-3000874,2026-09-05 22:06:17,+25565***571,+25571849828,TIGO_PESA_APP,P2P_TRANSFER,201200.0,3018.0,TZ-DAR-011,SUCCESS,NONE
TPESA-3000875,2026-09-04 11:51:00,+25567***706,+25571335818,USSD_*150*01#,CASH_OUT_WAKALA,10200.0,350.0,TZ-ARU-002,SUCCESS,NONE
TPESA-3000876,2026-09-02 13:44:29,+25567***257,+25577250152,TIGO_PESA_APP,P2P_TRANSFER,107600.0,1614.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3000877,2026-09-07 15:42:47,+25577***813,TILL-889100,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,29600.0,236.8,TZ-DAR-015,SUCCESS,NONE
TPESA-3000878,2026-09-03 18:30:37,+25577***120,+25567975700,USSD_*150*01#,P2P_TRANSFER,20200.0,350.0,TZ-DAR-013,SUCCESS,NONE
TPESA-3000879,2026-09-04 13:24:10,+25567***150,TILL-665305,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,130900.0,1047.2,TZ-DAR-007,SUCCESS,NONE
TPESA-3000880,2026-09-04 07:28:59,+25571***501,+25574235195,USSD_*150*01#,CASH_OUT_WAKALA,297800.0,4467.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3000881,2026-09-07 08:58:27,+25565***309,+25565811314,USSD_*150*01#,P2P_TRANSFER,105200.0,1578.0,TZ-BUK-001,SUCCESS,NONE
TPESA-3000882,2026-09-01 21:02:22,+25567***551,+25577799564,USSD_*150*01#,P2P_TRANSFER,13100.0,350.0,TZ-DAR-011,SUCCESS,NONE
TPESA-3000883,2026-09-07 11:43:04,+25577***195,+25565429373,TIGO_PESA_APP,P2P_TRANSFER,19400.0,350.0,TZ-MBY-001,SUCCESS,NONE
TPESA-3000884,2026-09-07 11:20:37,+25571***887,+25565250315,USSD_*150*01#,CASH_OUT_WAKALA,198000.0,2970.0,TZ-KIL-001,SUCCESS,NONE
TPESA-3000885,2026-09-03 09:50:15,+25571***570,+25576102867,USSD_*150*01#,CASH_OUT_WAKALA,193100.0,2896.5,TZ-DAR-010,SUCCESS,NONE
TPESA-3000886,2026-09-04 18:57:27,+25565***446,+25571790549,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,637300.0,9559.5,TZ-ARU-003,SUCCESS,NONE
TPESA-3000887,2026-09-06 22:14:13,+25567***397,+25565569837,USSD_*150*01#,P2P_TRANSFER,216800.0,3252.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3000888,2026-09-02 17:57:48,+25577***136,+25577350890,TIGO_PESA_APP,P2P_TRANSFER,129400.0,1941.0,TZ-MWA-003,SUCCESS,NONE
TPESA-3000889,2026-09-04 07:44:53,+25565***097,+25567722637,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,172300.0,2584.5,TZ-SNG-001,SUCCESS,NONE
TPESA-3000890,2026-09-04 12:02:19,+25567***177,+25577652446,TIGO_PESA_APP,P2P_TRANSFER,245900.0,3688.5,TZ-TND-001,SUCCESS,NONE
TPESA-3000891,2026-09-04 15:14:53,+25577***519,+25567352308,USSD_*150*01#,CASH_OUT_WAKALA,250800.0,0.0,TZ-PWA-002,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3000892,2026-09-01 16:58:00,+25567***055,+25576620275,TIGO_PESA_APP,P2P_TRANSFER,72700.0,1090.5,TZ-TAN-001,SUCCESS,NONE
TPESA-3000893,2026-09-03 20:58:48,+25571***282,+25571909274,TIGO_PESA_APP,CASH_OUT_WAKALA,310300.0,4654.5,TZ-MBY-002,SUCCESS,NONE
TPESA-3000894,2026-09-07 15:54:06,+25565***455,+25571681737,USSD_*150*01#,P2P_TRANSFER,222800.0,3342.0,TZ-MWA-003,SUCCESS,NONE
TPESA-3000895,2026-09-03 20:12:49,+25577***457,+25577561457,TIGO_PESA_APP,AIRTIME_TOP_UP,19000.0,0.0,TZ-DAR-009,SUCCESS,NONE
TPESA-3000896,2026-09-03 14:44:26,+25571***722,+25577999931,TIGO_PESA_APP,P2P_TRANSFER,100500.0,1507.5,TZ-DAR-002,SUCCESS,NONE
TPESA-3000897,2026-09-07 06:38:50,+25565***601,TILL-530139,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,94100.0,752.8,TZ-GEI-001,SUCCESS,NONE
TPESA-3000898,2026-09-03 22:32:51,+25571***035,+25571409911,TIGO_PESA_APP,CASH_OUT_WAKALA,421300.0,6319.5,TZ-DAR-004,SUCCESS,NONE
TPESA-3000899,2026-09-04 10:59:46,+25577***814,+25571349045,TIGO_PESA_APP,CASH_OUT_WAKALA,226200.0,3393.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3000900,2026-09-05 07:17:19,+25577***435,+25567200666,TIGO_PESA_APP,P2P_TRANSFER,230300.0,3454.5,TZ-DOM-002,SUCCESS,NONE
TPESA-3000901,2026-09-01 07:18:01,+25565***353,+25575157623,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,829200.0,12438.0,TZ-TND-001,SUCCESS,NONE
TPESA-3000902,2026-09-02 12:21:23,+25571***692,+25577523504,USSD_*150*01#,P2P_TRANSFER,233300.0,3499.5,TZ-MBY-002,SUCCESS,NONE
TPESA-3000903,2026-09-05 22:14:16,+25565***352,+25574656346,TIGO_PESA_APP,P2P_TRANSFER,245600.0,3684.0,TZ-DAR-009,SUCCESS,NONE
TPESA-3000904,2026-09-05 19:30:21,+25577***848,+25575878174,USSD_*150*01#,CASH_OUT_WAKALA,354700.0,5320.5,TZ-DAR-005,SUCCESS,NONE
TPESA-3000905,2026-09-02 19:50:15,+25577***607,TILL-657559,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,110400.0,883.2,TZ-MWA-003,SUCCESS,NONE
TPESA-3000906,2026-09-05 15:09:02,+25565***888,TILL-605829,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,122400.0,979.2,TZ-DAR-011,SUCCESS,NONE
TPESA-3000907,2026-09-04 12:59:49,+25577***513,+25577713513,USSD_*150*01#,AIRTIME_TOP_UP,5800.0,0.0,TZ-DAR-009,FAILED,PIN_MAX_ATTEMPTS_EXCEEDED
TPESA-3000908,2026-09-07 08:32:30,+25567***745,+25576370915,USSD_*150*01#,CASH_OUT_WAKALA,419000.0,6285.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3000909,2026-09-03 07:39:20,+25567***288,+25577688492,TIGO_PESA_APP,P2P_TRANSFER,94800.0,1422.0,TZ-SHI-001,SUCCESS,NONE
TPESA-3000910,2026-09-01 15:39:04,+25567***509,+25567989034,TIGO_PESA_APP,P2P_TRANSFER,147800.0,2217.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3000911,2026-09-05 08:28:10,+25571***315,+25571374315,TIGO_PESA_APP,AIRTIME_TOP_UP,1200.0,0.0,TZ-IRI-001,SUCCESS,NONE
TPESA-3000912,2026-09-01 21:01:49,+25567***177,+25577359647,TIGO_PESA_APP,P2P_TRANSFER,235500.0,3532.5,TZ-ARU-002,SUCCESS,NONE
TPESA-3000913,2026-09-04 22:55:59,+25571***410,+25571956410,TIGO_PESA_APP,AIRTIME_TOP_UP,13800.0,0.0,TZ-PWA-001,SUCCESS,NONE
TPESA-3000914,2026-09-03 07:52:13,+25571***860,+25577174720,TIGO_PESA_APP,CASH_OUT_WAKALA,387200.0,5808.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3000915,2026-09-03 16:33:12,+25577***619,TILL-945683,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,135700.0,1085.6,TZ-SHI-001,SUCCESS,NONE
TPESA-3000916,2026-09-03 08:58:43,+25567***186,+25567207186,USSD_*150*01#,AIRTIME_TOP_UP,9500.0,0.0,TZ-KIL-002,SUCCESS,NONE
TPESA-3000917,2026-09-03 16:02:47,+25577***036,TILL-525848,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,79100.0,632.8,TZ-DOM-001,SUCCESS,NONE
TPESA-3000918,2026-09-02 20:11:00,+25577***180,+25571741492,TIGO_PESA_APP,P2P_TRANSFER,150600.0,2259.0,TZ-DAR-015,SUCCESS,NONE
TPESA-3000919,2026-09-02 22:21:34,+25571***088,+25571612088,TIGO_PESA_APP,AIRTIME_TOP_UP,3600.0,0.0,TZ-GEI-001,SUCCESS,NONE
TPESA-3000920,2026-09-03 19:51:16,+25565***568,+25565701568,USSD_*150*01#,AIRTIME_TOP_UP,700.0,0.0,TZ-MWA-002,SUCCESS,NONE
TPESA-3000921,2026-09-02 08:22:42,+25567***132,+25567287853,USSD_*150*01#,CASH_OUT_WAKALA,123700.0,1855.5,TZ-DAR-014,SUCCESS,NONE
TPESA-3000922,2026-09-06 15:43:53,+25565***288,+25571428162,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,851400.0,12771.0,TZ-KIL-003,SUCCESS,NONE
TPESA-3000923,2026-09-04 09:09:16,+25565***413,+25571269279,USSD_*150*01#,P2P_TRANSFER,168600.0,2529.0,TZ-DAR-005,SUCCESS,NONE
TPESA-3000924,2026-09-02 21:47:04,+25577***495,+25571579601,USSD_*150*01#,P2P_TRANSFER,138300.0,2074.5,TZ-ARU-001,SUCCESS,NONE
TPESA-3000925,2026-09-07 19:12:33,+25565***203,TILL-625642,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,38300.0,306.4,TZ-MOR-001,SUCCESS,NONE
TPESA-3000926,2026-09-06 14:09:37,+25567***711,+25565988813,TIGO_PESA_APP,CASH_OUT_WAKALA,215100.0,3226.5,TZ-PEM-001,SUCCESS,NONE
TPESA-3000927,2026-09-07 17:46:25,+25565***097,+25565976097,USSD_*150*01#,AIRTIME_TOP_UP,7300.0,0.0,TZ-SNG-001,SUCCESS,NONE
TPESA-3000928,2026-09-05 22:39:32,+25565***410,+25567117606,USSD_*150*01#,P2P_TRANSFER,112300.0,1684.5,TZ-SNG-001,SUCCESS,NONE
TPESA-3000929,2026-09-02 13:32:29,+25567***254,+25567767254,USSD_*150*01#,AIRTIME_TOP_UP,2500.0,0.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3000930,2026-09-01 13:09:59,+25577***716,+25565585946,USSD_*150*01#,P2P_TRANSFER,234200.0,3513.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3000931,2026-09-05 17:03:31,+25565***790,+25565545790,TIGO_PESA_APP,AIRTIME_TOP_UP,7800.0,0.0,TZ-MWA-003,SUCCESS,NONE
TPESA-3000932,2026-09-01 16:58:03,+25577***511,TILL-653132,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,52100.0,416.8,TZ-TAN-001,SUCCESS,NONE
TPESA-3000933,2026-09-02 15:07:03,+25577***008,+25577103291,USSD_*150*01#,CASH_OUT_WAKALA,155600.0,0.0,TZ-MWA-002,FAILED,INSUFFICIENT_FUNDS
TPESA-3000934,2026-09-04 06:37:15,+25571***213,+25575129403,TIGO_PESA_APP,CASH_OUT_WAKALA,304000.0,4560.0,TZ-KIL-002,SUCCESS,NONE
TPESA-3000935,2026-09-06 16:00:32,+25577***969,TILL-791679,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,22700.0,181.6,TZ-MWA-003,SUCCESS,NONE
TPESA-3000936,2026-09-06 19:16:52,+25577***966,+25577637966,TIGO_PESA_APP,AIRTIME_TOP_UP,5600.0,0.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3000937,2026-09-03 23:00:57,+25577***179,TILL-992096,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,8100.0,64.8,TZ-KAH-001,SUCCESS,NONE
TPESA-3000938,2026-09-06 13:21:48,+25571***048,+25565721341,USSD_*150*01#,CASH_OUT_WAKALA,496500.0,7447.5,TZ-SHI-001,SUCCESS,NONE
TPESA-3000939,2026-09-04 07:11:59,+25571***692,+25567710774,TIGO_PESA_APP,P2P_TRANSFER,182000.0,2730.0,TZ-DAR-002,SUCCESS,NONE
TPESA-3000940,2026-09-01 12:17:29,+25565***299,+25567209187,TIGO_PESA_APP,P2P_TRANSFER,163500.0,2452.5,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3000941,2026-09-06 19:41:40,+25577***374,TILL-820695,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,66100.0,528.8,TZ-ARU-002,SUCCESS,NONE
TPESA-3000942,2026-09-05 17:03:09,+25571***853,+25577809797,TIGO_PESA_APP,P2P_TRANSFER,46800.0,702.0,TZ-DOM-002,SUCCESS,NONE
TPESA-3000943,2026-09-06 20:20:15,+25565***609,TILL-951931,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,132000.0,1056.0,TZ-TAN-001,SUCCESS,NONE
TPESA-3000944,2026-09-07 07:04:27,+25577***170,+25575468439,TIGO_PESA_APP,CASH_OUT_WAKALA,71200.0,1068.0,TZ-MWA-001,SUCCESS,NONE
TPESA-3000945,2026-09-05 06:34:10,+25571***604,TILL-959003,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,114700.0,917.6,TZ-ARU-001,SUCCESS,NONE
TPESA-3000946,2026-09-02 14:02:03,+25571***000,TILL-624021,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,122100.0,976.8,TZ-MWA-001,SUCCESS,NONE
TPESA-3000947,2026-09-01 07:35:01,+25565***323,TILL-582360,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,50200.0,401.6,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3000948,2026-09-03 10:49:22,+25571***373,+25567605132,USSD_*150*01#,P2P_TRANSFER,196600.0,2949.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3000949,2026-09-06 23:45:30,+25565***127,TILL-634896,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,87100.0,696.8,TZ-KIG-001,SUCCESS,NONE
TPESA-3000950,2026-09-03 13:33:21,+25565***030,+25571459018,TIGO_PESA_APP,P2P_TRANSFER,116800.0,1752.0,TZ-DAR-006,SUCCESS,NONE
TPESA-3000951,2026-09-04 18:39:19,+25567***622,+25567128622,USSD_*150*01#,AIRTIME_TOP_UP,9800.0,0.0,TZ-DAR-004,SUCCESS,NONE
TPESA-3000952,2026-09-05 12:38:56,+25577***597,+25575373033,USSD_*150*01#,P2P_TRANSFER,143100.0,2146.5,TZ-DAR-009,SUCCESS,NONE
TPESA-3000953,2026-09-03 08:30:58,+25571***378,+25571708052,USSD_*150*01#,P2P_TRANSFER,214500.0,3217.5,TZ-MWA-001,SUCCESS,NONE
TPESA-3000954,2026-09-01 17:15:41,+25567***144,TILL-570218,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,97500.0,780.0,TZ-KIL-003,SUCCESS,NONE
TPESA-3000955,2026-09-07 11:18:42,+25577***619,+25577876619,TIGO_PESA_APP,AIRTIME_TOP_UP,17500.0,0.0,TZ-SHI-001,SUCCESS,NONE
TPESA-3000956,2026-09-07 09:25:55,+25565***222,TILL-512393,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,28700.0,229.6,TZ-MAR-001,SUCCESS,NONE
TPESA-3000957,2026-09-04 23:21:40,+25567***306,+25567206714,USSD_*150*01#,P2P_TRANSFER,124600.0,1869.0,TZ-DOM-003,SUCCESS,NONE
TPESA-3000958,2026-09-04 08:22:28,+25577***848,TILL-822660,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,146100.0,1168.8,TZ-DAR-005,SUCCESS,NONE
TPESA-3000959,2026-09-06 17:52:27,+25567***331,+25576413408,TIGO_PESA_APP,CASH_OUT_WAKALA,38800.0,582.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3000960,2026-09-01 23:22:23,+25567***844,+25567982844,TIGO_PESA_APP,AIRTIME_TOP_UP,17600.0,0.0,TZ-ZNZ-004,SUCCESS,NONE
TPESA-3000961,2026-09-06 23:11:59,+25567***796,+25577224032,USSD_*150*01#,CASH_OUT_WAKALA,496500.0,7447.5,TZ-MBY-001,SUCCESS,NONE
TPESA-3000962,2026-09-06 22:51:35,+25567***329,+25567768506,TIGO_PESA_APP,P2P_TRANSFER,214100.0,3211.5,TZ-DOM-001,SUCCESS,NONE
TPESA-3000963,2026-09-03 15:28:50,+25577***351,+25574707774,USSD_*150*01#,CASH_OUT_WAKALA,249400.0,3741.0,TZ-DOM-001,SUCCESS,NONE
TPESA-3000964,2026-09-04 09:03:51,+25565***531,+25574656665,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,945700.0,14185.5,TZ-KIL-002,SUCCESS,NONE
TPESA-3000965,2026-09-07 19:06:59,+25565***336,TILL-729786,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,7300.0,58.4,TZ-DAR-006,SUCCESS,NONE
TPESA-3000966,2026-09-01 21:11:38,+25565***873,+25571578971,TIGO_PESA_APP,CASH_OUT_WAKALA,66200.0,993.0,TZ-ZNZ-003,SUCCESS,NONE
TPESA-3000967,2026-09-05 22:35:03,+25571***712,+25574469063,TIGO_PESA_APP,CASH_OUT_WAKALA,90900.0,1363.5,TZ-DAR-003,SUCCESS,NONE
TPESA-3000968,2026-09-03 21:20:02,+25571***976,+25565496392,TIGO_PESA_APP,P2P_TRANSFER,160400.0,2406.0,TZ-MBY-002,SUCCESS,NONE
TPESA-3000969,2026-09-01 15:07:01,+25577***401,TILL-684776,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,92100.0,736.8,TZ-IRI-001,SUCCESS,NONE
TPESA-3000970,2026-09-04 08:06:01,+25577***039,+25577388039,USSD_*150*01#,AIRTIME_TOP_UP,15700.0,0.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3000971,2026-09-06 11:59:52,+25571***110,+25567460399,TIGO_PESA_APP,CASH_OUT_WAKALA,240600.0,3609.0,TZ-ARU-001,SUCCESS,NONE
TPESA-3000972,2026-09-01 22:53:17,+25565***277,+25574124496,USSD_*150*01#,BANK_TO_WALLET_DEPOSIT,467100.0,7006.5,TZ-TAN-001,SUCCESS,NONE
TPESA-3000973,2026-09-01 18:48:32,+25565***869,TILL-783360,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,80100.0,640.8,TZ-TAR-001,SUCCESS,NONE
TPESA-3000974,2026-09-03 19:03:55,+25571***901,TILL-779765,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,42300.0,338.4,TZ-DAR-015,SUCCESS,NONE
TPESA-3000975,2026-09-01 16:02:38,+25577***456,+25571937791,TIGO_PESA_APP,BANK_TO_WALLET_DEPOSIT,756100.0,11341.5,TZ-DAR-007,SUCCESS,NONE
TPESA-3000976,2026-09-03 11:40:26,+25565***249,TILL-515517,USSD_*150*01#,LIPA_KWA_SIMU_MERCHANT,52000.0,416.0,TZ-ZNZ-002,SUCCESS,NONE
TPESA-3000977,2026-09-06 16:54:19,+25565***829,+25577599983,TIGO_PESA_APP,P2P_TRANSFER,84500.0,1267.5,TZ-DAR-007,SUCCESS,NONE
TPESA-3000978,2026-09-07 19:31:16,+25571***879,+25571172046,TIGO_PESA_APP,P2P_TRANSFER,70800.0,1062.0,TZ-DAR-003,SUCCESS,NONE
TPESA-3000979,2026-09-05 11:56:29,+25565***954,+25565657394,TIGO_PESA_APP,P2P_TRANSFER,88200.0,1323.0,TZ-DAR-004,SUCCESS,NONE
TPESA-3000980,2026-09-06 08:41:42,+25577***956,TILL-805763,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,112800.0,902.4,TZ-ARU-001,SUCCESS,NONE
TPESA-3000981,2026-09-06 23:39:28,+25565***887,+25565144887,USSD_*150*01#,AIRTIME_TOP_UP,17000.0,0.0,TZ-IRI-001,SUCCESS,NONE
TPESA-3000982,2026-09-02 06:20:14,+25577***641,+25565965899,USSD_*150*01#,P2P_TRANSFER,99100.0,1486.5,TZ-DAR-013,SUCCESS,NONE
TPESA-3000983,2026-09-02 11:34:09,+25565***179,TILL-936888,TIGO_PESA_APP,LIPA_KWA_SIMU_MERCHANT,18200.0,145.6,TZ-PWA-002,SUCCESS,NONE
TPESA-3000984,2026-09-04 16:19:04,+25571***992,+25577114356,USSD_*150*01#,P2P_TRANSFER,59700.0,895.5,TZ-DAR-008,SUCCESS,NONE
TPESA-3000985,2026-09-06 08:23:29,+25577***935,+25571435783,USSD_*150*01#,P2P_TRANSFER,197800.0,2967.0,TZ-PWA-001,SUCCESS,NONE
