session_id,timestamp,msisdn,imsi,cell_id,technology,apn_name,uplink_mb,downlink_mb,total_traffic_mb,duration_min,avg_throughput_mbps,rtt_latency_ms,packet_loss_pct,billable_amount_tzs
CDR-D-2001442,2026-09-03 11:25:41,+25565887017,640024852002754,TZ-PWA-001,4G,tigo.internet,28.55,101.46,130.01,18,61.76,42.7,0.4,286.03
CDR-D-2001443,2026-09-01 19:34:45,+25571426558,640027340417431,TZ-ZNZ-001,5G,tigo.internet,165.48,1046.6,1212.08,26,205.21,15.3,0.02,2666.59
CDR-D-2001444,2026-09-01 19:56:24,+25567907788,640027363409651,TZ-SHI-001,3G,tigo.internet,4.54,20.11,24.65,12,7.42,98.2,1.05,54.24
CDR-D-2001445,2026-09-05 06:15:25,+25571588002,640022317723211,TZ-SON-001,3G,tigo.internet,14.63,42.86,57.5,40,3.05,116.5,1.87,126.49
CDR-D-2001446,2026-09-03 21:38:16,+25577387813,640029624715092,TZ-DAR-015,3G,tigo.internet,9.57,47.04,56.61,16,4.34,133.1,0.54,124.53
CDR-D-2001447,2026-09-02 03:11:25,+25571509420,640029045897249,TZ-MOR-001,4G,tigo.internet,69.16,265.06,334.23,38,18.55,44.2,0.36,735.3
CDR-D-2001448,2026-09-06 04:05:05,+25571492901,640024752728579,TZ-DAR-015,3G,tigo.pesa.app,20.82,73.06,93.88,50,2.63,134.2,2.51,0.0
CDR-D-2001449,2026-09-05 00:38:48,+25567585494,640027633342225,TZ-ZNZ-002,4G,tigo.internet,91.59,427.2,518.79,13,34.05,51.8,0.23,1141.35
CDR-D-2001450,2026-09-04 07:58:44,+25565815123,640025726050504,TZ-ZNZ-001,5G,tigo.internet,89.82,670.94,760.76,86,117.21,23.1,0.12,1673.68
CDR-D-2001451,2026-09-04 00:18:22,+25567516869,640028962027840,TZ-MWA-003,4G,tigo.corporate,70.55,266.83,337.38,41,25.86,35.6,0.23,742.23
CDR-D-2001452,2026-09-06 20:35:10,+25577907814,640025517226989,TZ-GEI-001,4G,tigo.mms,22.41,107.98,130.39,31,47.88,25.8,0.42,286.86
CDR-D-2001453,2026-09-02 21:23:25,+25567737846,640021637088959,TZ-TAB-001,3G,tigo.internet,11.86,50.73,62.59,47,6.81,102.9,2.49,137.69
CDR-D-2001454,2026-09-07 19:29:56,+25577746253,640026822362090,TZ-ZNZ-004,4G,tigo.internet,53.87,264.53,318.4,28,56.42,40.8,0.23,700.48
CDR-D-2001455,2026-09-02 02:10:23,+25577979562,640027808041613,TZ-TND-001,3G,tigo.internet,7.37,22.73,30.1,2,1.49,71.1,1.43,66.22
CDR-D-2001456,2026-09-02 04:59:21,+25565869933,640029921512797,TZ-DOM-003,4G,tigo.internet,46.35,226.7,273.05,6,31.19,38.9,0.44,600.7
CDR-D-2001457,2026-09-07 09:37:18,+25565309905,640023605238011,TZ-DAR-006,4G,tigo.mms,28.72,145.03,173.75,39,38.86,48.0,0.36,382.25
CDR-D-2001458,2026-09-04 10:16:01,+25567716006,640029795904190,TZ-KIG-001,3G,tigo.internet,13.6,50.75,64.36,39,3.17,131.8,1.77,141.58
CDR-D-2001459,2026-09-07 12:54:57,+25567850689,640022943612110,TZ-MTW-001,4G,tigo.pesa.app,87.7,527.88,615.58,39,22.72,52.1,0.22,0.0
CDR-D-2001460,2026-09-07 01:32:10,+25571974364,640022852934216,TZ-MWA-002,4G,tigo.corporate,18.29,100.94,119.24,73,17.29,48.4,0.21,262.32
CDR-D-2001461,2026-09-02 01:29:31,+25567701975,640025672946587,TZ-KIG-001,3G,tigo.pesa.app,9.16,40.9,50.06,46,5.41,65.1,1.67,0.0
CDR-D-2001462,2026-09-04 18:25:16,+25577432441,640027355707297,TZ-KIL-003,3G,tigo.internet,2.36,8.96,11.32,18,3.05,68.2,1.51,24.91
CDR-D-2001463,2026-09-07 00:05:23,+25565352164,640024899835735,TZ-PWA-002,4G,tigo.corporate,196.71,756.93,953.63,24,30.42,38.6,0.05,2097.99
CDR-D-2001464,2026-09-01 14:32:30,+25571993590,640022687477596,TZ-MBY-002,4G,tigo.mms,103.71,445.18,548.89,85,60.92,41.2,0.41,1207.56
CDR-D-2001465,2026-09-07 07:56:22,+25567319310,640029888835194,TZ-DAR-009,4G,tigo.pesa.app,87.76,460.44,548.2,81,22.91,42.1,0.17,0.0
CDR-D-2001466,2026-09-02 00:43:51,+25567321791,640021645277642,TZ-MTW-001,4G,tigo.internet,50.92,199.46,250.38,25,60.39,29.7,0.29,550.85
CDR-D-2001467,2026-09-03 12:41:15,+25565815123,640025726050504,TZ-ZNZ-001,5G,tigo.corporate,555.4,2979.7,3535.1,70,135.69,16.0,0.03,7777.21
CDR-D-2001468,2026-09-01 01:34:44,+25577676429,640023193894984,TZ-DAR-003,5G,tigo.internet,290.54,1718.02,2008.56,58,258.51,17.8,0.04,4418.84
CDR-D-2001469,2026-09-03 07:00:10,+25567231432,640021901260260,TZ-DAR-003,5G,tigo.internet,500.67,2555.28,3055.95,25,171.16,19.4,0.15,6723.09
CDR-D-2001470,2026-09-04 09:23:23,+25571663463,640021755431522,TZ-SNG-001,3G,tigo.corporate,16.48,52.85,69.33,33,6.83,130.7,2.22,152.53
CDR-D-2001471,2026-09-06 15:41:55,+25571907812,640029639044885,TZ-ARU-001,5G,tigo.internet,399.24,2562.01,2961.24,25,57.15,26.7,0.05,6514.74
CDR-D-2001472,2026-09-04 09:15:44,+25567172306,640022465576748,TZ-KAH-001,4G,tigo.mms,21.84,73.79,95.63,85,35.54,36.2,0.2,210.39
CDR-D-2001473,2026-09-07 19:19:53,+25565978302,640029562384841,TZ-KAH-001,4G,tigo.internet,210.4,882.32,1092.71,42,47.29,25.8,0.07,2403.97
CDR-D-2001474,2026-09-04 02:05:56,+25565475125,640022749681616,TZ-PWA-001,4G,tigo.internet,50.33,326.27,376.6,39,22.24,42.0,0.3,828.52
CDR-D-2001475,2026-09-05 15:53:39,+25565345101,640028065803509,TZ-TAB-001,3G,tigo.mms,31.32,81.86,113.18,49,1.52,70.4,0.61,249.01
CDR-D-2001476,2026-09-07 01:36:55,+25567435581,640023598804887,TZ-TAN-002,3G,tigo.internet,5.57,15.62,21.19,19,3.7,84.9,2.59,46.62
CDR-D-2001477,2026-09-07 22:03:42,+25565286717,640022826411454,TZ-TND-001,3G,tigo.internet,28.86,77.47,106.33,28,6.51,126.5,2.5,233.93
CDR-D-2001478,2026-09-06 04:20:08,+25567810277,640021642037497,TZ-ARU-003,4G,tigo.internet,192.4,802.56,994.96,86,40.78,30.8,0.13,2188.91
CDR-D-2001479,2026-09-07 21:10:30,+25567595043,640022988055189,TZ-ARU-001,5G,tigo.mms,57.29,310.12,367.41,63,155.44,22.0,0.03,808.3
CDR-D-2001480,2026-09-04 16:16:57,+25571162099,640028538395894,TZ-PWA-001,4G,tigo.internet,82.79,452.09,534.88,72,51.99,54.9,0.4,1176.74
CDR-D-2001481,2026-09-03 04:09:17,+25565545807,640024227004325,TZ-DAR-008,4G,tigo.internet,140.92,877.19,1018.11,28,27.97,31.7,0.26,2239.84
CDR-D-2001482,2026-09-05 23:38:36,+25577684352,640028310239458,TZ-KIL-003,3G,tigo.internet,16.09,40.39,56.48,83,5.15,114.2,1.54,124.25
CDR-D-2001483,2026-09-04 15:17:44,+25567247852,640021412213852,TZ-MTW-001,4G,tigo.internet,135.74,455.17,590.91,24,30.33,26.7,0.41,1300.01
CDR-D-2001484,2026-09-07 02:43:35,+25577404704,640022838081369,TZ-NJO-001,3G,tigo.internet,12.26,52.63,64.9,88,3.92,111.6,1.96,142.77
CDR-D-2001485,2026-09-07 05:51:55,+25567709291,640028240940498,TZ-SNG-001,3G,tigo.internet,19.84,75.77,95.6,11,3.91,120.8,0.91,210.33
CDR-D-2001486,2026-09-01 05:59:04,+25577899743,640022791532400,TZ-PEM-001,3G,tigo.pesa.app,21.29,79.73,101.02,57,3.97,76.0,2.17,0.0
CDR-D-2001487,2026-09-07 15:35:27,+25577766076,640029769785826,TZ-MTW-001,4G,tigo.internet,71.2,241.19,312.39,51,57.14,36.2,0.3,687.26
CDR-D-2001488,2026-09-04 17:51:44,+25577556329,640023341267390,TZ-KAH-001,4G,tigo.internet,37.25,153.34,190.6,60,52.09,53.6,0.22,419.31
CDR-D-2001489,2026-09-02 15:03:40,+25577113597,640029404635612,TZ-DAR-009,4G,tigo.internet,99.79,466.24,566.02,70,55.01,46.3,0.11,1245.25
CDR-D-2001490,2026-09-04 09:23:48,+25571302212,640023603225974,TZ-DAR-014,3G,tigo.pesa.app,7.51,32.47,39.99,10,2.81,97.0,0.76,0.0
CDR-D-2001491,2026-09-05 16:54:36,+25577998004,640022176662219,TZ-SHI-001,3G,tigo.internet,16.7,64.95,81.65,22,6.75,110.4,2.48,179.63
CDR-D-2001492,2026-09-01 10:02:16,+25577485456,640026076175708,TZ-IRI-001,4G,tigo.internet,151.31,878.07,1029.38,56,38.25,49.6,0.45,2264.63
CDR-D-2001493,2026-09-06 00:09:04,+25565543721,640022601253857,TZ-DAR-010,4G,tigo.pesa.app,175.03,928.53,1103.55,30,60.54,31.6,0.09,0.0
CDR-D-2001494,2026-09-01 15:18:00,+25577310541,640025275891045,TZ-DAR-006,4G,tigo.internet,232.86,949.26,1182.12,56,41.93,54.6,0.25,2600.66
CDR-D-2001495,2026-09-07 00:20:24,+25565863209,640029108060197,TZ-MWA-002,4G,tigo.internet,116.45,499.96,616.41,18,53.64,48.0,0.43,1356.09
CDR-D-2001496,2026-09-01 17:44:46,+25565857135,640027390188891,TZ-TAB-001,3G,tigo.internet,20.45,66.83,87.28,71,1.6,129.2,2.34,192.01
CDR-D-2001497,2026-09-04 04:35:53,+25571353495,640026887978829,TZ-DAR-013,5G,tigo.internet,451.23,3168.52,3619.75,52,189.45,19.1,0.06,7963.45
CDR-D-2001498,2026-09-04 22:32:52,+25565976097,640021369702097,TZ-SNG-001,3G,tigo.internet,20.81,53.6,74.41,88,5.82,121.5,0.91,163.7
CDR-D-2001499,2026-09-02 19:36:25,+25567585494,640027633342225,TZ-ZNZ-002,4G,tigo.internet,27.57,166.08,193.65,14,16.59,45.6,0.12,426.03
CDR-D-2001500,2026-09-06 03:33:05,+25571114463,640022126077199,TZ-MWA-001,5G,tigo.internet,572.91,3083.52,3656.44,32,170.51,25.9,0.1,8044.16
CDR-D-2001501,2026-09-04 19:13:40,+25577148381,640028497100471,TZ-TAN-002,3G,tigo.internet,11.44,55.14,66.59,39,2.99,103.8,1.67,146.49
CDR-D-2001502,2026-09-01 13:05:18,+25577194604,640028544069858,TZ-ARU-002,4G,tigo.internet,252.67,918.19,1170.85,4,53.21,49.0,0.31,2575.87
CDR-D-2001503,2026-09-04 14:32:11,+25567271456,640025683197659,TZ-DAR-015,3G,tigo.internet,5.9,15.01,20.91,11,5.44,111.0,1.2,46.0
CDR-D-2001504,2026-09-04 13:05:02,+25565190181,640028358125511,TZ-DAR-003,5G,tigo.internet,192.99,918.24,1111.24,58,173.32,17.4,0.06,2444.72
CDR-D-2001505,2026-09-06 22:45:02,+25571823468,640025905881794,TZ-SON-001,3G,tigo.corporate,17.07,56.82,73.89,35,3.45,110.9,0.73,162.55
CDR-D-2001506,2026-09-06 20:41:28,+25567219550,640024370518841,TZ-DAR-013,5G,tigo.internet,134.13,976.29,1110.42,88,139.33,13.5,0.06,2442.92
CDR-D-2001507,2026-09-05 06:47:58,+25577863481,640026041077282,TZ-MAR-001,3G,tigo.internet,12.32,31.66,43.98,36,1.88,125.0,0.55,96.76
CDR-D-2001508,2026-09-01 18:43:49,+25567833723,640027614170462,TZ-PWA-002,4G,tigo.internet,109.96,373.07,483.04,67,37.54,26.6,0.11,1062.68
CDR-D-2001509,2026-09-04 14:40:11,+25565706403,640021313659437,TZ-SHI-001,3G,tigo.internet,14.15,68.89,83.04,6,5.55,126.6,0.62,182.69
CDR-D-2001510,2026-09-07 09:51:22,+25571587506,640024462726923,TZ-DAR-011,4G,tigo.corporate,67.39,309.8,377.2,2,49.91,25.7,0.21,829.83
CDR-D-2001511,2026-09-06 11:47:24,+25567983241,640027476052850,TZ-MTW-001,4G,tigo.internet,77.6,400.29,477.88,28,52.09,26.1,0.28,1051.35
CDR-D-2001512,2026-09-07 18:07:16,+25577909508,640027652478210,TZ-MWA-002,4G,tigo.internet,63.82,227.99,291.81,66,22.56,32.6,0.42,641.99
CDR-D-2001513,2026-09-07 15:13:29,+25567492125,640024519045785,TZ-TAB-001,3G,tigo.mms,4.64,15.52,20.17,87,3.86,116.2,2.47,44.37
CDR-D-2001514,2026-09-04 15:42:54,+25577332060,640023685585090,TZ-KIL-002,3G,tigo.internet,4.41,16.4,20.81,5,6.87,89.9,0.78,45.79
CDR-D-2001515,2026-09-06 18:18:19,+25565316826,640026966615954,TZ-PWA-002,4G,tigo.internet,6.53,43.06,49.59,58,53.25,27.1,0.24,109.1
CDR-D-2001516,2026-09-05 20:00:59,+25577894139,640029941564880,TZ-DOM-002,5G,tigo.corporate,447.2,2483.57,2930.77,68,261.1,17.4,0.02,6447.69
CDR-D-2001517,2026-09-07 15:49:39,+25577761679,640023507826917,TZ-DAR-015,3G,tigo.internet,21.27,71.84,93.12,19,1.74,66.0,0.61,204.85
CDR-D-2001518,2026-09-06 23:40:45,+25571575606,640025557342313,TZ-DAR-001,5G,tigo.internet,30.2,170.52,200.72,71,162.09,20.1,0.05,441.59
CDR-D-2001519,2026-09-06 02:08:13,+25577500156,640025047709743,TZ-TAN-002,3G,tigo.internet,12.41,40.07,52.48,86,7.13,99.5,2.04,115.46
CDR-D-2001520,2026-09-05 06:52:11,+25577808534,640027623993181,TZ-ARU-003,4G,tigo.internet,12.86,60.89,73.76,34,40.95,51.4,0.25,162.26
CDR-D-2001521,2026-09-01 08:05:22,+25567585494,640027633342225,TZ-ZNZ-002,4G,tigo.mms,62.21,270.31,332.52,20,38.74,29.7,0.24,731.54
CDR-D-2001522,2026-09-03 18:09:05,+25565976097,640021369702097,TZ-SNG-001,3G,tigo.internet,9.19,35.85,45.04,52,4.78,107.7,1.22,99.09
CDR-D-2001523,2026-09-01 10:58:22,+25571588002,640022317723211,TZ-SON-001,3G,tigo.pesa.app,17.96,57.26,75.21,84,6.83,97.1,1.47,0.0
CDR-D-2001524,2026-09-02 16:12:31,+25577324682,640023208691233,TZ-ZNZ-004,4G,tigo.internet,66.67,305.17,371.85,55,48.86,43.2,0.4,818.06
CDR-D-2001525,2026-09-01 12:26:32,+25571314353,640026392415228,TZ-DOM-001,5G,tigo.internet,82.68,656.6,739.28,36,169.42,18.4,0.07,1626.41
CDR-D-2001526,2026-09-04 18:30:57,+25571119927,640022099184899,TZ-TAN-003,3G,tigo.internet,1.77,6.22,7.99,80,3.22,125.9,1.74,17.57
CDR-D-2001527,2026-09-04 14:06:11,+25567670950,640023905778118,TZ-ARU-003,4G,tigo.internet,73.72,486.19,559.91,23,24.1,39.9,0.09,1231.8
CDR-D-2001528,2026-09-02 07:52:59,+25577820216,640027859904332,TZ-ARU-003,4G,tigo.pesa.app,11.62,62.52,74.14,10,46.92,32.4,0.2,0.0
CDR-D-2001529,2026-09-03 05:01:38,+25565736446,640022729067297,TZ-ARU-003,4G,tigo.internet,37.63,155.32,192.95,20,57.17,26.9,0.23,424.5
CDR-D-2001530,2026-09-05 01:14:56,+25571780154,640026880283365,TZ-TAN-002,3G,tigo.mms,16.28,46.29,62.57,64,3.65,108.2,2.63,137.66
CDR-D-2001531,2026-09-05 15:13:56,+25565508856,640024550100615,TZ-TND-001,3G,tigo.internet,11.1,45.89,56.98,76,3.75,76.6,1.4,125.37
CDR-D-2001532,2026-09-05 19:53:36,+25565163029,640022219828872,TZ-TAN-001,4G,tigo.mms,143.71,936.31,1080.02,39,18.4,47.2,0.23,2376.04
CDR-D-2001533,2026-09-02 00:48:22,+25567951266,640022295067571,TZ-TAR-001,3G,tigo.internet,15.95,39.91,55.87,26,2.9,100.3,1.25,122.9
CDR-D-2001534,2026-09-03 14:05:20,+25577326956,640027835787787,TZ-ARU-001,5G,tigo.internet,351.26,1688.62,2039.88,42,70.37,21.2,0.13,4487.74
CDR-D-2001535,2026-09-02 00:30:09,+25565977740,640021264739091,TZ-DAR-015,3G,tigo.internet,11.66,30.09,41.75,88,2.12,113.1,2.42,91.85
CDR-D-2001536,2026-09-01 22:56:56,+25567580292,640021133790981,TZ-MWA-003,4G,tigo.internet,58.08,347.47,405.55,38,21.99,26.1,0.21,892.21
CDR-D-2001537,2026-09-01 03:32:05,+25577409531,640021654602021,TZ-NJO-001,3G,tigo.internet,21.9,68.59,90.48,29,2.28,105.4,0.88,199.06
CDR-D-2001538,2026-09-07 06:45:28,+25571240855,640024228195145,TZ-MBY-001,4G,tigo.internet,48.91,299.71,348.62,29,47.8,27.2,0.1,766.97
CDR-D-2001539,2026-09-02 12:41:11,+25565615353,640022849761315,TZ-TND-001,3G,tigo.internet,2.03,9.14,11.16,66,1.31,99.7,0.66,24.56
CDR-D-2001540,2026-09-03 21:04:27,+25571214677,640026002632810,TZ-MBY-002,4G,tigo.pesa.app,186.41,897.41,1083.82,47,38.83,38.4,0.36,0.0
CDR-D-2001541,2026-09-07 20:20:31,+25567137581,640026580427322,TZ-SHI-001,3G,tigo.internet,13.26,48.63,61.89,69,4.83,86.0,2.55,136.15
CDR-D-2001542,2026-09-07 10:46:42,+25571684791,640025134302513,TZ-GEI-001,4G,tigo.internet,192.61,775.32,967.93,20,29.09,43.9,0.26,2129.45
CDR-D-2001543,2026-09-06 22:32:52,+25577355570,640025916199809,TZ-PEM-001,3G,tigo.internet,22.94,67.92,90.86,8,4.75,65.9,0.71,199.88
CDR-D-2001544,2026-09-05 18:33:04,+25577800005,640028995059760,TZ-BUK-001,3G,tigo.internet,17.55,65.66,83.21,88,5.63,84.0,2.76,183.06
CDR-D-2001545,2026-09-06 05:21:34,+25571312177,640028234304760,TZ-MOR-001,4G,tigo.mms,148.24,721.2,869.44,44,32.18,45.7,0.42,1912.76
CDR-D-2001546,2026-09-03 09:01:28,+25565626883,640027266170179,TZ-PWA-001,4G,tigo.corporate,142.52,485.69,628.21,40,17.26,31.7,0.07,1382.07
CDR-D-2001547,2026-09-05 04:01:11,+25565363487,640021457092001,TZ-DAR-008,4G,tigo.internet,25.19,104.01,129.2,25,54.18,26.8,0.39,284.25
CDR-D-2001548,2026-09-01 09:30:42,+25571993140,640027586857685,TZ-MBY-002,4G,tigo.internet,50.76,238.32,289.07,50,28.43,35.4,0.37,635.96
CDR-D-2001549,2026-09-06 02:42:20,+25565745414,640027739255769,TZ-TAB-001,3G,tigo.internet,16.93,49.5,66.43,51,2.57,123.8,2.52,146.15
CDR-D-2001550,2026-09-04 12:20:40,+25567674213,640029635366717,TZ-MWA-003,4G,tigo.internet,245.47,903.66,1149.13,82,62.82,49.2,0.29,2528.08
CDR-D-2001551,2026-09-01 16:49:03,+25577644098,640022994012789,TZ-SHI-001,3G,tigo.internet,16.21,66.35,82.56,81,4.95,102.6,2.77,181.64
CDR-D-2001552,2026-09-01 12:23:28,+25567628597,640029080510951,TZ-MWA-003,4G,tigo.internet,31.65,108.5,140.15,85,43.28,37.9,0.26,308.32
CDR-D-2001553,2026-09-04 18:17:46,+25565379714,640025417744298,TZ-DAR-014,3G,tigo.pesa.app,21.71,79.35,101.06,83,6.21,72.3,0.85,0.0
CDR-D-2001554,2026-09-03 17:49:06,+25565463656,640029514255777,TZ-ARU-002,4G,tigo.internet,72.33,256.81,329.14,33,41.71,27.2,0.11,724.11
CDR-D-2001555,2026-09-01 08:43:53,+25571256900,640022211374001,TZ-TAR-001,3G,tigo.internet,1.85,5.89,7.74,77,4.99,88.2,1.71,17.04
CDR-D-2001556,2026-09-07 06:48:53,+25577183641,640026640042225,TZ-DAR-008,4G,tigo.internet,62.45,376.44,438.9,24,59.6,35.8,0.18,965.57
CDR-D-2001557,2026-09-02 04:03:11,+25571988324,640025756663747,TZ-DOM-003,4G,tigo.internet,53.91,265.24,319.14,33,25.84,37.5,0.43,702.12
CDR-D-2001558,2026-09-02 07:32:27,+25565100487,640022631355498,TZ-DAR-009,4G,tigo.internet,74.02,364.49,438.51,90,20.14,29.9,0.28,964.73
CDR-D-2001559,2026-09-07 20:31:02,+25567139286,640025334769475,TZ-DAR-009,4G,tigo.internet,184.41,625.57,809.97,82,54.48,46.4,0.27,1781.94
CDR-D-2001560,2026-09-02 17:25:06,+25571150243,640025060219510,TZ-TAB-001,3G,tigo.internet,8.8,36.59,45.39,60,5.44,109.8,1.3,99.86
CDR-D-2001561,2026-09-05 19:34:38,+25577944013,640027045485090,TZ-MWA-002,4G,tigo.corporate,67.48,320.79,388.27,30,53.66,25.3,0.32,854.2
CDR-D-2001562,2026-09-01 19:13:32,+25577105842,640027441658392,TZ-ZNZ-002,4G,tigo.pesa.app,147.71,709.32,857.03,39,21.14,41.7,0.4,0.0
CDR-D-2001563,2026-09-06 10:36:34,+25567733801,640023468224333,TZ-DOM-001,5G,tigo.pesa.app,213.4,883.14,1096.54,18,228.16,23.4,0.08,0.0
CDR-D-2001564,2026-09-07 04:24:15,+25567584867,640026350622684,TZ-DAR-003,5G,tigo.internet,324.99,2268.07,2593.06,46,272.23,15.1,0.1,5704.72
CDR-D-2001565,2026-09-07 10:54:18,+25565216006,640027746298485,TZ-TAB-001,3G,tigo.internet,5.98,17.31,23.29,34,3.04,77.7,1.24,51.24
CDR-D-2001566,2026-09-04 17:21:57,+25577261528,640027074041090,TZ-BUK-001,3G,tigo.internet,3.48,10.15,13.64,35,4.8,137.0,2.27,30.0
CDR-D-2001567,2026-09-03 03:56:52,+25565391636,640029760047394,TZ-ARU-002,4G,tigo.internet,8.76,47.33,56.09,34,12.12,35.5,0.36,123.39
CDR-D-2001568,2026-09-07 18:14:40,+25565882209,640021279384728,TZ-NJO-001,3G,tigo.internet,16.35,67.62,83.97,19,5.55,128.7,1.65,184.74
CDR-D-2001569,2026-09-03 09:32:39,+25565784343,640021692392816,TZ-DOM-001,5G,tigo.internet,546.4,2637.69,3184.09,89,88.29,12.7,0.11,7005.0
CDR-D-2001570,2026-09-07 07:49:22,+25567572700,640026922713963,TZ-ARU-002,4G,tigo.internet,52.53,303.24,355.76,6,21.76,44.6,0.37,782.68
CDR-D-2001571,2026-09-01 15:28:55,+25571520169,640023367183914,TZ-DAR-007,4G,tigo.internet,150.91,735.84,886.75,13,54.1,51.5,0.19,1950.85
CDR-D-2001572,2026-09-01 16:33:10,+25571780566,640026263212814,TZ-ARU-003,4G,tigo.mms,44.83,205.97,250.8,77,45.04,31.4,0.45,551.77
CDR-D-2001573,2026-09-03 03:57:03,+25571156620,640027383213464,TZ-DOM-002,5G,tigo.internet,32.93,236.85,269.78,70,93.57,16.4,0.07,593.51
CDR-D-2001574,2026-09-01 19:22:08,+25577147899,640025501335775,TZ-MAR-001,3G,tigo.internet,6.82,22.31,29.12,47,6.49,98.1,2.62,64.07
CDR-D-2001575,2026-09-05 00:16:41,+25567699853,640027450493016,TZ-DAR-009,4G,tigo.internet,204.66,729.31,933.97,56,48.98,47.1,0.34,2054.72
CDR-D-2001576,2026-09-06 04:54:10,+25565496252,640022466684707,TZ-DAR-008,4G,tigo.mms,7.73,35.63,43.36,34,40.86,54.0,0.25,95.39
CDR-D-2001577,2026-09-07 02:21:36,+25567413612,640021348447276,TZ-DAR-004,5G,tigo.mms,559.41,3190.38,3749.79,60,90.14,21.5,0.08,8249.54
CDR-D-2001578,2026-09-07 15:07:52,+25577322086,640023962958940,TZ-DAR-015,3G,tigo.internet,28.64,73.19,101.83,8,1.61,87.5,2.18,224.03
CDR-D-2001579,2026-09-04 17:21:14,+25571860583,640028334756553,TZ-KAH-001,4G,tigo.internet,37.49,169.52,207.01,27,47.03,54.4,0.33,455.43
CDR-D-2001580,2026-09-06 12:25:42,+25577522866,640024509431976,TZ-MWA-003,4G,tigo.internet,59.52,268.04,327.56,17,29.7,47.3,0.31,720.63
CDR-D-2001581,2026-09-05 18:32:45,+25567913185,640026510697299,TZ-GEI-001,4G,tigo.internet,103.06,404.71,507.77,52,63.29,44.9,0.22,1117.1
CDR-D-2001582,2026-09-04 06:02:55,+25577834680,640025341842641,TZ-MWA-001,5G,tigo.mms,267.69,1524.29,1791.97,6,100.06,14.8,0.13,3942.34
CDR-D-2001583,2026-09-01 10:55:58,+25565682667,640028723296882,TZ-DAR-011,4G,tigo.pesa.app,137.24,718.83,856.08,50,16.16,54.1,0.35,0.0
CDR-D-2001584,2026-09-05 16:35:02,+25567101531,640023065961960,TZ-TAN-001,4G,tigo.internet,59.7,267.12,326.82,74,64.39,37.0,0.17,719.0
CDR-D-2001585,2026-09-01 20:35:52,+25565345101,640028065803509,TZ-TAB-001,3G,tigo.pesa.app,7.36,20.54,27.9,49,1.52,134.5,1.54,0.0
CDR-D-2001586,2026-09-05 07:54:56,+25565460934,640023765321240,TZ-TAR-001,3G,tigo.internet,11.73,38.16,49.9,62,3.54,129.1,2.55,109.77
CDR-D-2001587,2026-09-01 13:51:05,+25567982844,640022281799405,TZ-ZNZ-004,4G,tigo.internet,139.51,576.32,715.84,79,53.21,26.9,0.11,1574.84
CDR-D-2001588,2026-09-07 00:27:50,+25577631468,640026900423003,TZ-MWA-001,5G,tigo.internet,506.57,2773.24,3279.81,40,144.44,16.6,0.05,7215.58
CDR-D-2001589,2026-09-03 16:03:27,+25571963617,640023415802569,TZ-TAN-002,3G,tigo.corporate,21.49,63.37,84.86,67,7.18,82.6,0.9,186.69
CDR-D-2001590,2026-09-04 21:18:42,+25567623956,640025277072865,TZ-DAR-014,3G,tigo.corporate,12.06,56.09,68.15,59,5.3,136.8,0.93,149.93
CDR-D-2001591,2026-09-07 23:56:09,+25571963955,640022526788512,TZ-PEM-001,3G,tigo.corporate,15.11,65.31,80.42,54,7.45,119.0,1.16,176.92
CDR-D-2001592,2026-09-02 02:25:56,+25567231432,640021901260260,TZ-DAR-003,5G,tigo.internet,115.69,629.56,745.25,74,54.67,26.1,0.12,1639.56
CDR-D-2001593,2026-09-04 23:30:40,+25577194009,640022269366925,TZ-DOM-003,4G,tigo.internet,189.65,862.06,1051.7,39,28.13,32.4,0.31,2313.75
CDR-D-2001594,2026-09-04 21:47:26,+25571441242,640029977486924,TZ-DAR-012,5G,tigo.mms,400.92,1777.21,2178.13,52,258.63,22.9,0.13,4791.88
CDR-D-2001595,2026-09-03 18:10:39,+25567115552,640028633387715,TZ-IRI-001,4G,tigo.internet,83.92,547.87,631.79,57,50.35,26.6,0.07,1389.93
CDR-D-2001596,2026-09-07 16:17:39,+25565244933,640028169652310,TZ-MOR-001,4G,tigo.internet,119.25,692.35,811.61,89,26.78,55.0,0.38,1785.54
CDR-D-2001597,2026-09-02 18:20:16,+25577802374,640027717423384,TZ-ARU-002,4G,tigo.internet,23.71,88.58,112.29,55,45.23,40.7,0.36,247.04
CDR-D-2001598,2026-09-05 05:06:43,+25577321659,640029831336766,TZ-TAR-001,3G,tigo.pesa.app,7.83,24.92,32.75,83,1.98,123.5,1.2,0.0
CDR-D-2001599,2026-09-03 07:43:42,+25571620248,640022546720356,TZ-DOM-003,4G,tigo.internet,212.02,836.89,1048.9,74,24.7,25.9,0.34,2307.58
CDR-D-2001600,2026-09-01 09:56:46,+25577979562,640027808041613,TZ-TND-001,3G,tigo.internet,5.92,26.12,32.04,90,2.4,137.4,1.76,70.49
CDR-D-2001601,2026-09-04 04:17:28,+25567603268,640027282885927,TZ-DAR-006,4G,tigo.internet,160.22,755.78,916.0,48,51.12,28.0,0.32,2015.2
CDR-D-2001602,2026-09-04 18:24:57,+25567417420,640028926139828,TZ-ZNZ-003,4G,tigo.pesa.app,114.84,737.15,851.99,72,39.7,45.9,0.25,0.0
