cdr_id,timestamp,calling_msisdn,called_msisdn,call_direction,call_type,duration_sec,termination_cause,call_status,cell_id,interconnect_operator,retail_revenue_tzs,settlement_mtr_tzs,erlang_fraction,is_dropped,is_simbox_flag,is_wangiri_flag
CDR-V-1000971,2026-09-01 18:30:21,+25577816712,+25577438037,MT (Mobile Terminated),3G_CS,96,NORMAL_CLEARING,ANSWERED,TZ-MTW-001,TIGO_ON_NET,60.0,0.0,0.026667,0,0,0
CDR-V-1000972,2026-09-01 18:59:32,+25577320869,+25575191211,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-ARU-003,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1000973,2026-09-01 18:18:33,+25571220294,+25571979787,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-ARU-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1000974,2026-09-01 18:39:31,+25567882193,+25575925366,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-ZNZ-003,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1000975,2026-09-01 18:49:41,+25567275073,+25577349123,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-TAN-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1000976,2026-09-01 18:03:36,+25565736237,+25568975634,MO (Mobile Originated),2G_CS,0,USER_BUSY,BUSY,TZ-TND-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1000977,2026-09-01 18:53:02,+25567417420,+25574280933,MO (Mobile Originated),VoLTE,158,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-003,VODACOM,135.0,46.8,0.043889,0,0,0
CDR-V-1000978,2026-09-01 18:48:34,+25571422722,+25574602894,MT (Mobile Terminated),2G_CS,305,NORMAL_CLEARING,ANSWERED,TZ-DAR-002,VODACOM,270.0,93.6,0.084722,0,0,0
CDR-V-1000979,2026-09-01 18:40:33,+25567518612,+25571943542,MO (Mobile Originated),VoLTE,119,NORMAL_CLEARING,ANSWERED,TZ-DAR-003,TIGO_ON_NET,60.0,0.0,0.033056,0,0,0
CDR-V-1000980,2026-09-01 18:12:58,+25567350280,+25568559940,MT (Mobile Terminated),VoLTE,284,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,AIRTEL,225.0,78.0,0.078889,0,0,0
CDR-V-1000981,2026-09-01 18:25:25,+25571977504,+25567385805,MT (Mobile Terminated),VoLTE,314,NORMAL_CLEARING,ANSWERED,TZ-DOM-001,TIGO_ON_NET,180.0,0.0,0.087222,0,0,0
CDR-V-1000982,2026-09-01 18:09:57,+25577921794,+25567884060,MO (Mobile Originated),2G_CS,85,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-004,TIGO_ON_NET,60.0,0.0,0.023611,0,0,0
CDR-V-1000983,2026-09-01 18:31:08,+25577582559,+25567754364,MO (Mobile Originated),VoLTE,93,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,TIGO_ON_NET,60.0,0.0,0.025833,0,0,0
CDR-V-1000984,2026-09-01 18:45:33,+25571493914,+25576261023,MT (Mobile Terminated),3G_CS,0,USER_BUSY,BUSY,TZ-ARU-002,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1000985,2026-09-01 18:10:05,+25565563348,+25576979158,MO (Mobile Originated),VoLTE,25,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,VODACOM,45.0,15.6,0.006944,0,0,0
CDR-V-1000986,2026-09-01 18:43:31,+25565160101,+25565505041,MO (Mobile Originated),2G_CS,325,NORMAL_CLEARING,ANSWERED,TZ-DAR-013,TIGO_ON_NET,180.0,0.0,0.090278,0,0,0
CDR-V-1000987,2026-09-01 18:23:25,+25577116929,+25574567466,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-MWA-002,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1000988,2026-09-01 18:53:21,+25571470534,+25562578239,MO (Mobile Originated),3G_CS,93,NORMAL_CLEARING,ANSWERED,TZ-BUK-001,HALOTEL,90.0,31.2,0.025833,0,0,0
CDR-V-1000989,2026-09-01 18:36:43,+25571564077,+25565455523,MT (Mobile Terminated),VoLTE,156,NORMAL_CLEARING,ANSWERED,TZ-DAR-004,TIGO_ON_NET,90.0,0.0,0.043333,0,0,0
CDR-V-1000990,2026-09-01 19:11:33,+25577713513,+25576698070,MO (Mobile Originated),3G_CS,237,NORMAL_CLEARING,ANSWERED,TZ-DAR-009,VODACOM,180.0,62.4,0.065833,0,0,0
CDR-V-1000991,2026-09-01 19:22:24,+25571576773,+25567441986,MO (Mobile Originated),3G_CS,122,NORMAL_CLEARING,ANSWERED,TZ-DAR-014,TIGO_ON_NET,90.0,0.0,0.033889,0,0,0
CDR-V-1000992,2026-09-01 19:40:53,+25567717456,+25574452621,MO (Mobile Originated),VoLTE,102,RADIO_LINK_FAILURE,DROPPED,TZ-NJO-001,VODACOM,90.0,31.2,0.028333,1,0,0
CDR-V-1000993,2026-09-01 19:53:37,+25577735612,+25577827642,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-003,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1000994,2026-09-01 19:22:13,+25577648830,+12471543773,MO (Mobile Originated),3G_CS,132,NORMAL_CLEARING,ANSWERED,TZ-ARU-001,INTL_USA,1350.0,600.0,0.036667,0,0,0
CDR-V-1000995,2026-09-01 19:49:18,+25571860583,+25567827957,MT (Mobile Terminated),2G_CS,195,NORMAL_CLEARING,ANSWERED,TZ-KAH-001,TIGO_ON_NET,120.0,0.0,0.054167,0,0,0
CDR-V-1000996,2026-09-01 19:23:29,+25565492843,+25567383496,MT (Mobile Terminated),2G_CS,216,NORMAL_CLEARING,ANSWERED,TZ-DAR-013,TIGO_ON_NET,120.0,0.0,0.06,0,0,0
CDR-V-1000997,2026-09-01 19:34:21,+25577481242,+25575259015,MO (Mobile Originated),VoLTE,205,NORMAL_CLEARING,ANSWERED,TZ-KIL-001,VODACOM,180.0,62.4,0.056944,0,0,0
CDR-V-1000998,2026-09-01 19:22:35,+25577262316,+25576726843,MO (Mobile Originated),VoLTE,257,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,VODACOM,0.0,66.82,0.071389,0,1,0
CDR-V-1000999,2026-09-01 19:53:31,+25567435560,+25571262931,MT (Mobile Terminated),3G_CS,75,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,TIGO_ON_NET,60.0,0.0,0.020833,0,0,0
CDR-V-1001000,2026-09-01 19:49:12,+25567623956,+25576416619,MT (Mobile Terminated),VoLTE,253,NORMAL_CLEARING,ANSWERED,TZ-DAR-014,VODACOM,225.0,78.0,0.070278,0,0,0
CDR-V-1001001,2026-09-01 19:06:16,+25577308865,+25571366847,MO (Mobile Originated),2G_CS,265,NORMAL_CLEARING,ANSWERED,TZ-DAR-008,TIGO_ON_NET,150.0,0.0,0.073611,0,0,0
CDR-V-1001002,2026-09-01 19:46:51,+25565138821,+25567848310,MT (Mobile Terminated),3G_CS,0,TRUNK_CIRCUIT_CONGESTION,CONGESTION_BLOCKED,TZ-TND-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001003,2026-09-01 19:33:45,+25571105621,+25568228619,MT (Mobile Terminated),VoLTE,213,NORMAL_CLEARING,ANSWERED,TZ-DAR-012,AIRTEL,180.0,62.4,0.059167,0,0,0
CDR-V-1001004,2026-09-01 19:06:01,+25577562139,+25571894798,MO (Mobile Originated),2G_CS,0,USER_BUSY,BUSY,TZ-DAR-002,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001005,2026-09-01 19:24:29,+25567527442,+25577834767,MT (Mobile Terminated),VoLTE,50,HANDOVER_FAILURE,DROPPED,TZ-TAR-001,TIGO_ON_NET,30.0,0.0,0.013889,1,0,0
CDR-V-1001006,2026-09-01 19:43:06,+25577818437,+25575706392,MT (Mobile Terminated),VoLTE,314,NORMAL_CLEARING,ANSWERED,TZ-BUK-001,VODACOM,270.0,93.6,0.087222,0,0,0
CDR-V-1001007,2026-09-01 19:27:28,+25571593002,+25577610454,MT (Mobile Terminated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-KIL-003,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001008,2026-09-01 19:50:22,+25567679459,+25577234309,MT (Mobile Terminated),VoLTE,58,NORMAL_CLEARING,ANSWERED,TZ-KIG-001,TIGO_ON_NET,30.0,0.0,0.016111,0,0,0
CDR-V-1001009,2026-09-01 19:13:14,+25567413791,+25574385322,MO (Mobile Originated),VoLTE,173,NORMAL_CLEARING,ANSWERED,TZ-DAR-011,VODACOM,135.0,46.8,0.048056,0,0,0
CDR-V-1001010,2026-09-01 19:10:31,+25565509777,+25565428884,MT (Mobile Terminated),2G_CS,47,NORMAL_CLEARING,ANSWERED,TZ-KIG-001,TIGO_ON_NET,30.0,0.0,0.013056,0,0,0
CDR-V-1001011,2026-09-01 19:44:17,+25577405407,+25578111538,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-PWA-002,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001012,2026-09-01 19:43:46,+25571284267,+25567687957,MO (Mobile Originated),VoLTE,27,NORMAL_CLEARING,ANSWERED,TZ-TAN-001,TIGO_ON_NET,30.0,0.0,0.0075,0,0,0
CDR-V-1001013,2026-09-01 19:32:11,+25577183902,+447348810,MT (Mobile Terminated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-ZNZ-004,INTL_UK,0.0,0.0,0.0,0,0,0
CDR-V-1001014,2026-09-01 19:16:45,+25571536774,+25577550011,MT (Mobile Terminated),VoLTE,79,NORMAL_CLEARING,ANSWERED,TZ-SNG-001,TIGO_ON_NET,60.0,0.0,0.021944,0,0,0
CDR-V-1001015,2026-09-01 19:43:08,+25567321791,+25574437925,MT (Mobile Terminated),2G_CS,70,NORMAL_CLEARING,ANSWERED,TZ-MTW-001,VODACOM,90.0,31.2,0.019444,0,0,0
CDR-V-1001016,2026-09-01 19:37:31,+25565816052,+25676136075,MO (Mobile Originated),3G_CS,150,NORMAL_CLEARING,ANSWERED,TZ-TAN-002,INTL_UGANDA,750.0,360.0,0.041667,0,0,0
CDR-V-1001017,2026-09-01 19:40:40,+25577308050,+25567393773,MO (Mobile Originated),VoLTE,64,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,TIGO_ON_NET,60.0,0.0,0.017778,0,0,0
CDR-V-1001018,2026-09-01 19:51:49,+25565100487,+25561189472,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-009,HALOTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001019,2026-09-01 19:12:32,+25577938234,+25571823534,MT (Mobile Terminated),VoLTE,234,NORMAL_CLEARING,ANSWERED,TZ-IRI-001,TIGO_ON_NET,120.0,0.0,0.065,0,0,0
CDR-V-1001020,2026-09-01 19:32:19,+25567213010,+25577184170,MO (Mobile Originated),2G_CS,99,NORMAL_CLEARING,ANSWERED,TZ-GEI-001,TIGO_ON_NET,60.0,0.0,0.0275,0,0,0
CDR-V-1001021,2026-09-01 19:01:04,+25565315829,+25567162563,MT (Mobile Terminated),VoLTE,101,NORMAL_CLEARING,ANSWERED,TZ-DAR-007,TIGO_ON_NET,60.0,0.0,0.028056,0,0,0
CDR-V-1001022,2026-09-01 19:34:13,+25577800005,+25577405219,MT (Mobile Terminated),2G_CS,308,NORMAL_CLEARING,ANSWERED,TZ-BUK-001,TIGO_ON_NET,180.0,0.0,0.085556,0,0,0
CDR-V-1001023,2026-09-01 19:00:26,+25577626449,+25478801944,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-DAR-001,INTL_KENYA,0.0,0.0,0.0,0,0,0
CDR-V-1001024,2026-09-01 19:23:00,+25565478873,+25578536245,MO (Mobile Originated),VoLTE,36,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-003,AIRTEL,45.0,15.6,0.01,0,0,0
CDR-V-1001025,2026-09-01 19:18:34,+25567293595,+25567207980,MT (Mobile Terminated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-ZNZ-004,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001026,2026-09-01 19:14:02,+25567921401,+25578444464,MT (Mobile Terminated),2G_CS,234,NORMAL_CLEARING,ANSWERED,TZ-DAR-015,AIRTEL,180.0,62.4,0.065,0,0,0
CDR-V-1001027,2026-09-01 19:29:19,+25565828664,+25565738819,MT (Mobile Terminated),VoLTE,143,NORMAL_CLEARING,ANSWERED,TZ-TAN-003,TIGO_ON_NET,90.0,0.0,0.039722,0,0,0
CDR-V-1001028,2026-09-01 19:50:51,+25565842501,+25578116217,MO (Mobile Originated),3G_CS,353,NORMAL_CLEARING,ANSWERED,TZ-KIL-002,AIRTEL,270.0,93.6,0.098056,0,0,0
CDR-V-1001029,2026-09-01 19:07:45,+25565846568,+25571873212,MO (Mobile Originated),VoLTE,293,NORMAL_CLEARING,ANSWERED,TZ-DAR-003,TIGO_ON_NET,150.0,0.0,0.081389,0,0,0
CDR-V-1001030,2026-09-01 19:09:37,+25571916232,+25567358581,MO (Mobile Originated),VoLTE,218,NORMAL_CLEARING,ANSWERED,TZ-DAR-008,TIGO_ON_NET,120.0,0.0,0.060556,0,0,0
CDR-V-1001031,2026-09-01 19:46:08,+25571797309,+25571247425,MO (Mobile Originated),VoLTE,27,NORMAL_CLEARING,ANSWERED,TZ-DAR-005,TIGO_ON_NET,30.0,0.0,0.0075,0,0,0
CDR-V-1001032,2026-09-01 19:35:45,+25571525167,+25565983993,MO (Mobile Originated),VoLTE,203,NORMAL_CLEARING,ANSWERED,TZ-PWA-001,TIGO_ON_NET,120.0,0.0,0.056389,0,0,0
CDR-V-1001033,2026-09-01 19:34:14,+25571357232,+25578186699,MT (Mobile Terminated),2G_CS,137,NORMAL_CLEARING,ANSWERED,TZ-KIL-001,AIRTEL,135.0,46.8,0.038056,0,0,0
CDR-V-1001034,2026-09-01 19:56:51,+25577409531,+25567495713,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-NJO-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001035,2026-09-01 19:45:22,+25565664781,+25571257854,MO (Mobile Originated),VoLTE,307,NORMAL_CLEARING,ANSWERED,TZ-KIG-001,TIGO_ON_NET,180.0,0.0,0.085278,0,0,0
CDR-V-1001036,2026-09-01 19:21:23,+25567929527,+25571331260,MO (Mobile Originated),2G_CS,267,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,TIGO_ON_NET,150.0,0.0,0.074167,0,0,0
CDR-V-1001037,2026-09-01 19:05:54,+25577355570,+25577159751,MT (Mobile Terminated),3G_CS,144,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,TIGO_ON_NET,90.0,0.0,0.04,0,0,0
CDR-V-1001038,2026-09-01 19:58:59,+25565717024,+25474889949,MT (Mobile Terminated),3G_CS,244,NORMAL_CLEARING,ANSWERED,TZ-DAR-005,INTL_KENYA,1250.0,600.0,0.067778,0,0,0
CDR-V-1001039,2026-09-01 19:24:35,+25565152427,+25569587365,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-BUK-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001040,2026-09-01 19:00:24,+25565663646,+25573809175,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-IRI-001,TTCL,0.0,0.0,0.0,0,0,0
CDR-V-1001041,2026-09-01 19:40:48,+25577985049,+25567708325,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-DOM-003,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001042,2026-09-01 19:46:46,+25565204727,+25567221960,MO (Mobile Originated),VoLTE,158,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,TIGO_ON_NET,90.0,0.0,0.043889,0,0,0
CDR-V-1001043,2026-09-01 19:57:34,+25567162908,+25561860596,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-PWA-001,HALOTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001044,2026-09-01 19:34:05,+25565158579,+25567270076,MT (Mobile Terminated),VoLTE,313,NORMAL_CLEARING,ANSWERED,TZ-KIL-001,TIGO_ON_NET,180.0,0.0,0.086944,0,0,0
CDR-V-1001045,2026-09-01 19:57:23,+25567430036,+25569972368,MO (Mobile Originated),VoLTE,262,NORMAL_CLEARING,ANSWERED,TZ-TAN-003,AIRTEL,225.0,78.0,0.072778,0,0,0
CDR-V-1001046,2026-09-01 19:36:30,+25565288655,+25575538648,MT (Mobile Terminated),2G_CS,304,NORMAL_CLEARING,ANSWERED,TZ-SHI-001,VODACOM,270.0,93.6,0.084444,0,0,0
CDR-V-1001047,2026-09-01 19:50:29,+25571599988,+25567381399,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-KAH-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001048,2026-09-01 19:37:00,+25567709291,+25567877669,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-SNG-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001049,2026-09-01 19:24:46,+25565497875,+25578852697,MT (Mobile Terminated),VoLTE,82,NORMAL_CLEARING,ANSWERED,TZ-ARU-003,AIRTEL,90.0,31.2,0.022778,0,0,0
CDR-V-1001050,2026-09-01 19:59:26,+25567317523,+25569562115,MT (Mobile Terminated),2G_CS,254,NORMAL_CLEARING,ANSWERED,TZ-TND-001,AIRTEL,225.0,78.0,0.070556,0,0,0
CDR-V-1001051,2026-09-01 19:02:48,+25565674721,+25568494525,MO (Mobile Originated),2G_CS,109,NORMAL_CLEARING,ANSWERED,TZ-PWA-001,AIRTEL,90.0,31.2,0.030278,0,0,0
CDR-V-1001052,2026-09-01 19:56:47,+25565528459,+25568559071,MT (Mobile Terminated),VoLTE,0,TRUNK_CIRCUIT_CONGESTION,CONGESTION_BLOCKED,TZ-PWA-002,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001053,2026-09-01 19:07:08,+25567121838,+25574526630,MT (Mobile Terminated),VoLTE,98,NORMAL_CLEARING,ANSWERED,TZ-PWA-001,VODACOM,90.0,31.2,0.027222,0,0,0
CDR-V-1001054,2026-09-01 19:14:12,+25565740195,+25565364483,MT (Mobile Terminated),2G_CS,220,NORMAL_CLEARING,ANSWERED,TZ-TAN-003,TIGO_ON_NET,120.0,0.0,0.061111,0,0,0
CDR-V-1001055,2026-09-01 19:52:45,+25577628291,+25471038690,MO (Mobile Originated),3G_CS,112,NORMAL_CLEARING,ANSWERED,TZ-DAR-015,INTL_KENYA,500.0,240.0,0.031111,0,0,0
CDR-V-1001056,2026-09-01 19:21:28,+25571404212,+25567194732,MT (Mobile Terminated),3G_CS,39,NORMAL_CLEARING,ANSWERED,TZ-NJO-001,TIGO_ON_NET,30.0,0.0,0.010833,0,0,0
CDR-V-1001057,2026-09-01 19:02:50,+25577559337,+25561401222,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-DAR-011,HALOTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001058,2026-09-01 19:21:15,+25571644807,+25578921352,MO (Mobile Originated),3G_CS,194,NORMAL_CLEARING,ANSWERED,TZ-ARU-001,AIRTEL,180.0,62.4,0.053889,0,0,0
CDR-V-1001059,2026-09-01 19:19:57,+25567395442,+25476078183,MT (Mobile Terminated),3G_CS,30,NORMAL_CLEARING,ANSWERED,TZ-DAR-004,INTL_KENYA,250.0,120.0,0.008333,0,0,0
CDR-V-1001060,2026-09-01 19:30:35,+25565190181,+25575670799,MO (Mobile Originated),VoLTE,36,NORMAL_CLEARING,ANSWERED,TZ-DAR-003,VODACOM,45.0,15.6,0.01,0,0,0
CDR-V-1001061,2026-09-01 19:14:46,+25571924758,+25571603878,MT (Mobile Terminated),VoLTE,181,NORMAL_CLEARING,ANSWERED,TZ-DAR-007,TIGO_ON_NET,120.0,0.0,0.050278,0,0,0
CDR-V-1001062,2026-09-01 19:35:25,+25577439173,+25578238116,MO (Mobile Originated),2G_CS,262,NORMAL_CLEARING,ANSWERED,TZ-DAR-006,AIRTEL,225.0,78.0,0.072778,0,0,0
CDR-V-1001063,2026-09-01 19:10:58,+25565460934,+25568363819,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-TAR-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001064,2026-09-01 19:36:23,+25577714549,+25577424753,MO (Mobile Originated),VoLTE,135,NORMAL_CLEARING,ANSWERED,TZ-ARU-003,TIGO_ON_NET,90.0,0.0,0.0375,0,0,0
CDR-V-1001065,2026-09-01 19:12:48,+25571742321,+25571439928,MO (Mobile Originated),VoLTE,264,NORMAL_CLEARING,ANSWERED,TZ-MWA-002,TIGO_ON_NET,150.0,0.0,0.073333,0,0,0
CDR-V-1001066,2026-09-01 19:19:21,+25571909652,+25565866113,MO (Mobile Originated),VoLTE,265,NORMAL_CLEARING,ANSWERED,TZ-TAR-001,TIGO_ON_NET,150.0,0.0,0.073611,0,0,0
CDR-V-1001067,2026-09-01 19:23:19,+25567386643,+25577749607,MT (Mobile Terminated),VoLTE,152,NORMAL_CLEARING,ANSWERED,TZ-MAR-001,TIGO_ON_NET,90.0,0.0,0.042222,0,0,0
CDR-V-1001068,2026-09-01 19:25:26,+25577170304,+25574472781,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-GEI-001,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1001069,2026-09-01 19:36:28,+25567211760,+25577158093,MO (Mobile Originated),3G_CS,292,NORMAL_CLEARING,ANSWERED,TZ-NJO-001,TIGO_ON_NET,150.0,0.0,0.081111,0,0,0
CDR-V-1001070,2026-09-01 19:59:51,+25565611945,+25577248644,MO (Mobile Originated),VoLTE,344,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-002,TIGO_ON_NET,180.0,0.0,0.095556,0,0,0
CDR-V-1001071,2026-09-01 19:00:27,+25567669408,+25565340249,MO (Mobile Originated),2G_CS,152,NORMAL_CLEARING,ANSWERED,TZ-KIL-003,TIGO_ON_NET,90.0,0.0,0.042222,0,0,0
CDR-V-1001072,2026-09-01 19:47:42,+25577100519,+25575107305,MO (Mobile Originated),3G_CS,69,NORMAL_CLEARING,ANSWERED,TZ-PWA-002,VODACOM,90.0,31.2,0.019167,0,0,0
CDR-V-1001073,2026-09-01 19:36:27,+25577626449,+25565467418,MO (Mobile Originated),VoLTE,302,NORMAL_CLEARING,ANSWERED,TZ-DAR-001,TIGO_ON_NET,180.0,0.0,0.083889,0,0,0
CDR-V-1001074,2026-09-01 19:09:35,+25571797802,+25565692552,MT (Mobile Terminated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-TAB-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001075,2026-09-01 19:36:41,+25565589943,+25571460365,MO (Mobile Originated),3G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-007,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001076,2026-09-01 19:51:07,+25565717466,+25574396141,MO (Mobile Originated),VoLTE,110,HANDOVER_FAILURE,DROPPED,TZ-DOM-002,VODACOM,90.0,31.2,0.030556,1,0,0
CDR-V-1001077,2026-09-01 19:21:53,+25565210338,+25567292433,MO (Mobile Originated),2G_CS,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-DAR-006,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001078,2026-09-01 19:37:26,+25571924758,+25565826768,MT (Mobile Terminated),VoLTE,309,NORMAL_CLEARING,ANSWERED,TZ-DAR-007,TIGO_ON_NET,180.0,0.0,0.085833,0,0,0
CDR-V-1001079,2026-09-01 19:50:58,+25565288655,+25561842685,MT (Mobile Terminated),2G_CS,147,NORMAL_CLEARING,ANSWERED,TZ-SHI-001,HALOTEL,135.0,46.8,0.040833,0,0,0
CDR-V-1001080,2026-09-01 19:19:12,+25571907812,+25567752881,MO (Mobile Originated),2G_CS,207,NORMAL_CLEARING,ANSWERED,TZ-ARU-001,TIGO_ON_NET,120.0,0.0,0.0575,0,0,0
CDR-V-1001081,2026-09-01 19:23:30,+25571533843,+25568643715,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-MTW-001,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001082,2026-09-01 19:39:58,+25565240800,+25571771830,MT (Mobile Terminated),VoLTE,312,NORMAL_CLEARING,ANSWERED,TZ-DAR-009,TIGO_ON_NET,180.0,0.0,0.086667,0,0,0
CDR-V-1001083,2026-09-01 19:55:26,+25565864148,+25567109944,MT (Mobile Terminated),VoLTE,196,NORMAL_CLEARING,ANSWERED,TZ-TAN-001,TIGO_ON_NET,120.0,0.0,0.054444,0,0,0
CDR-V-1001084,2026-09-01 19:30:14,+25577612855,+25577828259,MT (Mobile Terminated),VoLTE,148,NORMAL_CLEARING,ANSWERED,TZ-PWA-002,TIGO_ON_NET,90.0,0.0,0.041111,0,0,0
CDR-V-1001085,2026-09-01 19:38:09,+25577746253,+25574724356,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-ZNZ-004,VODACOM,0.0,0.0,0.0,0,0,0
CDR-V-1001086,2026-09-01 19:17:59,+25567479742,+25574589434,MO (Mobile Originated),VoLTE,24,HANDOVER_FAILURE,DROPPED,TZ-DOM-003,VODACOM,45.0,15.6,0.006667,1,0,0
CDR-V-1001087,2026-09-01 19:11:52,+25571163098,+25567541559,MO (Mobile Originated),VoLTE,0,NO_ANSWER_TIMEOUT,NO_ANSWER,TZ-KAH-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001088,2026-09-01 19:40:04,+25565573209,+25568445987,MO (Mobile Originated),3G_CS,171,NORMAL_CLEARING,ANSWERED,TZ-KIL-002,AIRTEL,135.0,46.8,0.0475,0,0,0
CDR-V-1001089,2026-09-01 19:10:10,+25577107993,+25578898987,MT (Mobile Terminated),2G_CS,0,USER_BUSY,BUSY,TZ-ZNZ-004,AIRTEL,0.0,0.0,0.0,0,0,0
CDR-V-1001090,2026-09-01 19:58:44,+25565589943,+25567361301,MO (Mobile Originated),VoLTE,0,USER_BUSY,BUSY,TZ-DAR-007,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
CDR-V-1001091,2026-09-01 19:10:27,+25565138436,+25565522244,MO (Mobile Originated),VoLTE,118,NORMAL_CLEARING,ANSWERED,TZ-ZNZ-002,TIGO_ON_NET,60.0,0.0,0.032778,0,0,0
CDR-V-1001092,2026-09-01 19:09:38,+25565543721,+25478253192,MT (Mobile Terminated),2G_CS,345,NORMAL_CLEARING,ANSWERED,TZ-DAR-010,INTL_KENYA,1500.0,720.0,0.095833,0,0,0
CDR-V-1001093,2026-09-01 19:19:19,+25577899743,+25578440667,MO (Mobile Originated),3G_CS,41,NORMAL_CLEARING,ANSWERED,TZ-PEM-001,AIRTEL,45.0,15.6,0.011389,0,0,0
CDR-V-1001094,2026-09-01 19:45:58,+25571917939,+25577727773,MT (Mobile Terminated),VoLTE,0,USER_BUSY,BUSY,TZ-MTW-001,TIGO_ON_NET,0.0,0.0,0.0,0,0,0
